"BORROWER_ID","CONTRACT_NO","PAYMENT_DATE","PAID_AMOUNT","PAYMENT_STATUS"
"STK1194191","MGMBA018239",31-05-18,2297.2,"A"
"STK1194191","MGMBA018239",25-05-18,2352.24,"A"
"STK1194191","MGMBA018239",10-04-18,3897.6,"A"
"STK1194191","MGMBA018239",27-02-18,8262.25,"A"
"STK1194191","MGMBA018239",16-05-18,643.18,"A"
"STK1194191","MGMBA018239",24-04-18,2535.9,"A"
"STK1194191","MGMBA018239",12-09-18,10920.24,"A"
"STK1194191","MGMBA018239",02-07-18,11583.42,"A"
"STK1194191","MGMBA018239",19-07-19,10500,"A"
"STK1194191","MGMBA018239",16-08-18,8944.54,"A"
"STK1194191","MGMBA018239",03-10-18,11295.72,"A"
"STK1194191","MGMBA018239",31-10-19,0,"A"
"STK1194191","MGMBA018239",28-06-19,2000,"A"
"STK1194191","MGMBA018239",27-06-19,-13398.4,"A"
"STK1194191","MGMBA018239",28-06-19,33500,"A"
"STK1194191","MGMBA018239",06-06-19,13398.4,"A"
"STK1194191","MGMBA018239",30-09-19,0,"A"
"STK2365673","MGMBA018266",04-07-17,12400,"A"
"STK2365673","MGMBA018266",03-04-17,12400,"A"
"STK2365673","MGMBA018266",02-05-17,12500,"A"
"STK2365673","MGMBA018266",03-10-17,10145.62,"A"
"STK2365673","MGMBA018266",02-06-17,12500,"A"
"STK2365673","MGMBA018266",02-02-17,12500,"A"
"STK2365673","MGMBA018266",11-08-17,12370.42,"A"
"STK2365673","MGMBA018266",14-12-17,13749.2,"A"
"STK2365673","MGMBA018266",01-11-17,25940.3,"A"
"STK2365673","MGMBA018266",18-06-18,10000,"A"
"STK2365673","MGMBA018266",10-05-18,10000,"A"
"STK2365673","MGMBA018266",04-09-18,7000,"A"
"STK2365673","MGMBA018266",23-10-18,49673.01,"A"
"STK2365673","MGMBA018266",16-08-19,70494.67,"A"
"STK2365673","MGMBA018266",09-04-19,19461.73,"A"
"STK2365673","MGMBA018266",25-05-19,57591.28,"A"
"STK344181","MGMBA018275",03-05-17,16500,"A"
"STK344181","MGMBA018275",04-04-17,16800,"A"
"STK344181","MGMBA018275",01-06-17,17000,"A"
"STK344181","MGMBA018275",02-02-17,17000,"A"
"STK344181","MGMBA018275",06-09-17,17000,"A"
"STK344181","MGMBA018275",01-03-17,17000,"A"
"STK344181","MGMBA018275",08-12-17,17000,"A"
"STK344181","MGMBA018275",08-11-17,17000,"A"
"STK344181","MGMBA018275",29-12-17,17000,"A"
"STK344181","MGMBA018275",02-02-18,20000,"A"
"STK344181","MGMBA018275",04-10-17,17000,"A"
"STK344181","MGMBA018275",05-04-18,17000,"A"
"STK344181","MGMBA018275",05-03-18,10961,"A"
"STK344181","MGMBA018275",10-05-18,16847.05,"A"
"STK344181","MGMBA018275",03-07-18,24995.95,"A"
"STK2367841","MGMBA018363",19-04-17,4739.09,"A"
"STK2367841","MGMBA018363",09-05-17,5329.67,"A"
"STK2367841","MGMBA018363",02-10-17,3309.42,"A"
"STK2367841","MGMBA018363",08-03-17,7331.59,"A"
"STK2367841","MGMBA018363",29-08-17,4855.64,"A"
"STK2367841","MGMBA018363",06-04-17,3799.6,"A"
"STK2367841","MGMBA018363",08-08-17,8674.42,"A"
"STK2367841","MGMBA018363",21-07-17,4420.95,"A"
"STK2367841","MGMBA018363",10-11-17,4191.82,"A"
"STK2367841","MGMBA018363",08-11-17,31231.02,"A"
"STK2367841","MGMBA018363",16-10-17,8452.98,"A"
"STK2367841","MGMBA018363",30-05-18,18464.7,"A"
"STK2367841","MGMBA018363",13-09-18,157000,"A"
"STK2368107","MGMBA018390",08-03-17,14442.86,"A"
"STK2368107","MGMBA018390",06-07-17,14258.96,"A"
"STK2368107","MGMBA018390",16-08-17,7404.03,"A"
"STK2368107","MGMBA018390",01-02-18,5753.43,"A"
"STK2368107","MGMBA018390",20-07-18,14625.21,"A"
"STK2369046","MGMBA018424",05-05-17,8024.37,"A"
"STK2369046","MGMBA018424",28-11-17,8138.94,"A"
"STK2369046","MGMBA018424",10-09-18,14108.49,"A"
"STK2369046","MGMBA018424",12-02-19,8698.79,"A"
"STK2369046","MGMBA018424",19-06-19,12516.95,"A"
"STK2369046","MGMBA018424",16-10-19,13634.8,"A"
"STK2225858","MGMBA018433",18-03-17,8961.64,"A"
"STK2225858","MGMBA018433",19-05-17,6845.34,"A"
"STK2225858","MGMBA018433",20-02-17,6683.96,"A"
"STK2225858","MGMBA018433",06-11-17,7817.33,"A"
"STK2225858","MGMBA018433",08-01-18,7793.62,"A"
"STK2225858","MGMBA018433",06-06-18,8566.32,"A"
"STK2225858","MGMBA018433",05-06-19,7951.28,"A"
"STK2368107","MGMBA018390",22-11-17,7246.23,"A"
"STK2368107","MGMBA018390",27-10-17,7188.8,"A"
"STK2368107","MGMBA018390",19-06-18,8804.38,"A"
"STK2368107","MGMBA018390",28-02-18,8723.94,"A"
"STK2368107","MGMBA018390",24-04-18,14352.88,"A"
"STK2368107","MGMBA018390",16-05-19,7363.82,"A"
"STK2368107","MGMBA018390",12-10-18,19796.8,"A"
"STK2368107","MGMBA018390",05-02-19,14817.36,"A"
"STK2368107","MGMBA018390",12-08-19,23073.6,"A"
"STK2368107","MGMBA018390",27-05-19,13857.45,"A"
"STK2368107","MGMBA018390",07-12-19,41807.4,"A"
"STK2369046","MGMBA018424",20-01-20,30287.56,"A"
"STK2369046","MGMBA018424",06-03-17,9734.75,"A"
"STK2369046","MGMBA018424",04-04-17,6185.75,"A"
"STK2369046","MGMBA018424",14-09-17,7837.45,"A"
"STK2369046","MGMBA018424",19-06-17,14451.99,"A"
"STK2369046","MGMBA018424",16-08-17,14753.45,"A"
"STK2369046","MGMBA018424",12-11-18,14714.22,"A"
"STK2369046","MGMBA018424",11-12-17,8946.95,"A"
"STK2369046","MGMBA018424",12-02-18,3355.28,"A"
"STK2369046","MGMBA018424",15-01-18,13984.03,"A"
"STK2369046","MGMBA018424",22-05-18,8570.06,"A"
"STK2369046","MGMBA018424",30-03-18,11773.46,"A"
"STK2369046","MGMBA018424",15-05-18,11574.11,"A"
"STK2369046","MGMBA018424",09-07-18,15671.11,"A"
"STK2369046","MGMBA018424",17-12-18,9752.61,"A"
"STK2369046","MGMBA018424",10-09-19,13156.65,"A"
"STK2369046","MGMBA018424",22-07-19,13497.07,"A"
"STK2369046","MGMBA018424",10-04-19,13119.16,"A"
"STK2225858","MGMBA018433",23-12-19,29508.66,"A"
"STK2225858","MGMBA018433",20-12-19,13146.2,"A"
"STK2225858","MGMBA018433",06-07-17,7794.95,"A"
"STK2225858","MGMBA018433",19-04-17,4000,"A"
"STK2225858","MGMBA018433",13-09-17,7454.76,"A"
"STK2225858","MGMBA018433",15-06-17,3837.46,"A"
"STK2225858","MGMBA018433",10-08-17,6828.4,"A"
"STK2225858","MGMBA018433",13-12-17,7558.57,"A"
"STK2225858","MGMBA018433",21-07-17,1956.26,"A"
"STK2225858","MGMBA018433",07-11-18,8593.9,"A"
"STK2225858","MGMBA018433",07-02-18,1159.05,"A"
"STK2225858","MGMBA018433",09-10-17,7795.97,"A"
"STK2225858","MGMBA018433",06-04-18,8535.34,"A"
"STK2225858","MGMBA018433",07-03-18,7580.23,"A"
"STK2225858","MGMBA018433",08-05-18,7540.4,"A"
"STK2225858","MGMBA018433",06-08-18,8597.37,"A"
"STK2225858","MGMBA018433",09-07-18,7548.77,"A"
"STK2225858","MGMBA018433",08-01-19,7615.6,"A"
"STK2225858","MGMBA018433",06-09-18,7610.1,"A"
"STK2225858","MGMBA018433",19-12-18,5237.17,"A"
"STK2225858","MGMBA018433",17-07-19,3667.45,"A"
"STK2225858","MGMBA018433",08-10-18,7587.44,"A"
"STK2225858","MGMBA018433",08-05-19,4350.76,"A"
"STK2225858","MGMBA018433",08-11-19,6914.97,"A"
"STK2225858","MGMBA018433",07-02-19,3929.38,"A"
"STK2225858","MGMBA018433",05-08-19,11169.41,"A"
"STK2225858","MGMBA018433",10-04-19,3473.48,"A"
"STK2225858","MGMBA018433",07-03-19,8582.91,"A"
"STK2369049","MGMBA018442",13-02-17,6940,"A"
"STK2369049","MGMBA018442",27-10-17,17651.11,"A"
"STK2369049","MGMBA018442",11-04-18,7234.08,"A"
"STK2369049","MGMBA018442",18-05-18,8325.27,"A"
"STK2369049","MGMBA018442",19-09-19,13740.45,"A"
"STK2369027","MGMBA018451",11-12-17,10000,"A"
"STK2369027","MGMBA018451",11-11-17,9500,"A"
"STK2369027","MGMBA018451",10-10-17,10000,"A"
"STK2369027","MGMBA018451",15-03-18,9444.45,"A"
"STK2369027","MGMBA018451",10-05-19,4839.94,"A"
"STK2207036","MGMBA018460",13-11-17,15815.8,"A"
"STK2207036","MGMBA018460",10-10-17,15883.36,"A"
"STK2369605","MGMBA018488",10-03-18,30000,"A"
"STK2369605","MGMBA018488",10-03-18,19415.14,"A"
"STK2225858","MGMBA018433",10-10-19,7900.8,"A"
"STK2225858","MGMBA018433",24-09-19,6976.75,"A"
"STK2369049","MGMBA018442",21-01-20,9461.69,"A"
"STK2369049","MGMBA018442",25-02-20,10404.11,"A"
"STK2369049","MGMBA018442",13-03-17,7000,"A"
"STK2369049","MGMBA018442",22-05-17,9476.64,"A"
"STK2369049","MGMBA018442",26-06-17,9631.55,"A"
"STK2369049","MGMBA018442",09-11-18,8249.08,"A"
"STK2369049","MGMBA018442",14-08-17,8815.8,"A"
"STK2369049","MGMBA018442",09-11-18,-8249.08,"A"
"STK2369049","MGMBA018442",30-12-17,13567.4,"A"
"STK2369049","MGMBA018442",15-02-18,8882.59,"A"
"STK2369049","MGMBA018442",03-08-18,10498.01,"A"
"STK2369049","MGMBA018442",22-09-18,13039.39,"A"
"STK2369049","MGMBA018442",29-06-18,8352.48,"A"
"STK2369049","MGMBA018442",03-01-19,10410.78,"A"
"STK2369049","MGMBA018442",22-04-19,5794.42,"A"
"STK2369049","MGMBA018442",28-11-18,9661.98,"A"
"STK2369049","MGMBA018442",22-08-19,8521.81,"A"
"STK2369049","MGMBA018442",20-11-19,13339.89,"A"
"STK2369049","MGMBA018442",28-02-19,7264.46,"A"
"STK2369049","MGMBA018442",26-07-19,17092.18,"A"
"STK2369049","MGMBA018442",21-03-19,6563.55,"A"
"STK2369049","MGMBA018442",30-05-19,8026.36,"A"
"STK2369027","MGMBA018451",09-02-17,9000,"A"
"STK2369027","MGMBA018451",10-07-17,8150,"A"
"STK2369027","MGMBA018451",13-03-17,13000,"A"
"STK2369027","MGMBA018451",10-06-17,8000,"A"
"STK2369027","MGMBA018451",11-09-17,10000,"A"
"STK2369027","MGMBA018451",12-11-18,8000,"A"
"STK2369027","MGMBA018451",06-04-17,13000,"A"
"STK2369027","MGMBA018451",09-08-17,8600,"A"
"STK2369027","MGMBA018451",15-02-18,3085.92,"A"
"STK2369027","MGMBA018451",10-01-18,10000,"A"
"STK2369027","MGMBA018451",16-04-18,9943.81,"A"
"STK2369027","MGMBA018451",12-06-18,10000,"A"
"STK2369027","MGMBA018451",10-05-18,4600,"A"
"STK2369027","MGMBA018451",04-08-18,7000,"A"
"STK2369027","MGMBA018451",12-07-18,10000,"A"
"STK2369027","MGMBA018451",11-09-18,8800,"A"
"STK2369027","MGMBA018451",10-10-18,7000,"A"
"STK2369027","MGMBA018451",08-07-19,68153.56,"A"
"STK2369027","MGMBA018451",09-01-19,5000,"A"
"STK2369027","MGMBA018451",26-11-18,7992.85,"A"
"STK2369027","MGMBA018451",08-12-18,5000,"A"
"STK2369027","MGMBA018451",11-02-19,1675.19,"A"
"STK2369027","MGMBA018451",18-01-19,10000,"A"
"STK2369027","MGMBA018451",21-03-19,9924.38,"A"
"STK2369027","MGMBA018451",25-05-19,7009.9,"A"
"STK2207036","MGMBA018460",06-02-17,15940,"A"
"STK2207036","MGMBA018460",13-07-17,15851.46,"A"
"STK2207036","MGMBA018460",08-03-17,15930,"A"
"STK2207036","MGMBA018460",15-05-17,15809.84,"A"
"STK2207036","MGMBA018460",11-09-17,15865.06,"A"
"STK2207036","MGMBA018460",14-06-17,15979.7,"A"
"STK2207036","MGMBA018460",11-04-17,16000,"A"
"STK2207036","MGMBA018460",15-08-17,15784.96,"A"
"STK2207036","MGMBA018460",13-12-17,15812.98,"A"
"STK2207036","MGMBA018460",06-01-18,15961.24,"A"
"STK2207036","MGMBA018460",08-01-18,513.6,"A"
"STK2366251","MGMBA018479",05-07-17,20000,"A"
"STK2366251","MGMBA018479",25-03-17,20000,"A"
"STK2366251","MGMBA018479",02-05-17,20000,"A"
"STK2366251","MGMBA018479",05-06-17,20000,"A"
"STK2366251","MGMBA018479",01-02-17,20000,"A"
"STK2366251","MGMBA018479",04-09-17,21640,"A"
"STK2366251","MGMBA018479",02-03-17,20000,"A"
"STK2366251","MGMBA018479",02-08-17,20000,"A"
"STK2369605","MGMBA018488",09-05-17,24581.01,"A"
"STK2369605","MGMBA018488",17-07-17,25379.91,"A"
"STK2369605","MGMBA018488",03-03-17,12321.05,"A"
"STK2369605","MGMBA018488",20-10-17,48361.61,"A"
"STK2369605","MGMBA018488",16-04-18,0,"A"
"STK2369605","MGMBA018488",20-06-18,48909.22,"A"
"STK2369605","MGMBA018488",24-02-19,54065,"A"
"STK2370220","MGMBA018521",13-07-17,10350,"A"
"STK2370220","MGMBA018521",12-01-18,10300,"A"
"STK2370220","MGMBA018521",16-10-17,10320,"A"
"STK2370220","MGMBA018521",15-03-18,3791,"A"
"STK2370220","MGMBA018521",12-07-18,10350,"A"
"STK2370220","MGMBA018521",17-01-19,10307.76,"A"
"STK2369755","MGMBA018530",01-07-17,15000,"A"
"STK2369755","MGMBA018530",23-12-17,15000,"A"
"STK2369755","MGMBA018530",26-10-17,15000,"A"
"STK2369755","MGMBA018530",27-03-18,15000,"A"
"STK2369755","MGMBA018530",26-07-18,4265,"A"
"STK531401","MGMBA018594",27-05-17,8600,"A"
"STK531401","MGMBA018594",27-06-17,8600,"A"
"STK531401","MGMBA018594",20-02-17,3635.33,"A"
"STK531401","MGMBA018594",26-08-17,8600,"A"
"STK531401","MGMBA018594",05-02-18,8500,"A"
"STK531401","MGMBA018594",20-08-19,4969.74,"A"
"STK2369605","MGMBA018488",02-10-18,8809.43,"A"
"STK2369605","MGMBA018488",04-07-19,73760.43,"A"
"STK2369605","MGMBA018488",25-02-19,150000,"A"
"STK2370220","MGMBA018521",13-02-17,10350,"A"
"STK2370220","MGMBA018521",21-04-17,10376.04,"A"
"STK2370220","MGMBA018521",11-03-17,10360,"A"
"STK2370220","MGMBA018521",15-05-17,10320,"A"
"STK2370220","MGMBA018521",11-09-17,10350,"A"
"STK2370220","MGMBA018521",20-12-17,10349.69,"A"
"STK2370220","MGMBA018521",13-06-17,10350,"A"
"STK2370220","MGMBA018521",16-08-17,10350,"A"
"STK2370220","MGMBA018521",13-11-18,10350,"A"
"STK2370220","MGMBA018521",16-11-17,10350,"A"
"STK2370220","MGMBA018521",13-02-18,10350,"A"
"STK2370220","MGMBA018521",13-02-18,6560,"A"
"STK2370220","MGMBA018521",12-01-18,40,"A"
"STK2370220","MGMBA018521",19-04-18,10403.51,"A"
"STK2370220","MGMBA018521",13-06-18,10350,"A"
"STK2370220","MGMBA018521",14-05-18,10300,"A"
"STK2370220","MGMBA018521",12-09-18,10350,"A"
"STK2370220","MGMBA018521",14-08-18,10350,"A"
"STK2370220","MGMBA018521",11-10-18,10350,"A"
"STK2370220","MGMBA018521",12-12-18,10350,"A"
"STK2369755","MGMBA018530",25-04-17,15000,"A"
"STK2369755","MGMBA018530",29-09-17,15000,"A"
"STK2369755","MGMBA018530",27-03-17,15000,"A"
"STK2369755","MGMBA018530",25-05-17,15000,"A"
"STK2369755","MGMBA018530",27-01-17,14350,"A"
"STK2369755","MGMBA018530",25-02-17,14500,"A"
"STK2369755","MGMBA018530",28-08-17,15000,"A"
"STK2369755","MGMBA018530",25-07-17,15000,"A"
"STK2369755","MGMBA018530",27-11-17,15000,"A"
"STK2369755","MGMBA018530",23-01-18,10750,"A"
"STK2369755","MGMBA018530",02-02-18,15000,"A"
"STK2369755","MGMBA018530",28-05-18,15000,"A"
"STK2369755","MGMBA018530",05-03-18,15000,"A"
"STK2369755","MGMBA018530",26-04-18,15000,"A"
"STK2369755","MGMBA018530",30-07-18,59911,"A"
"STK2369755","MGMBA018530",26-06-18,15000,"A"
"STK531401","MGMBA018594",29-01-20,0,"A"
"STK531401","MGMBA018594",29-09-17,8600,"A"
"STK531401","MGMBA018594",27-03-17,8760.02,"A"
"STK531401","MGMBA018594",24-04-17,8600,"A"
"STK531401","MGMBA018594",27-02-17,4800,"A"
"STK531401","MGMBA018594",25-07-17,8600,"A"
"STK531401","MGMBA018594",15-11-17,7600,"A"
"STK531401","MGMBA018594",10-01-18,15185,"A"
"STK531401","MGMBA018594",28-10-17,8580,"A"
"STK531401","MGMBA018594",28-12-17,9419.26,"A"
"STK531401","MGMBA018594",26-05-18,5000,"A"
"STK531401","MGMBA018594",14-06-18,3000,"A"
"STK531401","MGMBA018594",11-04-18,8600,"A"
"STK531401","MGMBA018594",07-03-18,8600,"A"
"STK531401","MGMBA018594",21-05-19,6232.06,"A"
"STK531401","MGMBA018594",28-07-18,0,"A"
"STK531401","MGMBA018594",02-07-18,4976.39,"A"
"STK531401","MGMBA018594",31-10-18,6931.43,"A"
"STK531401","MGMBA018594",28-12-18,11797.34,"A"
"STK531401","MGMBA018594",04-09-18,13151.43,"A"
"STK531401","MGMBA018594",23-08-18,1579.05,"A"
"STK531401","MGMBA018594",10-10-18,8558.97,"A"
"STK531401","MGMBA018594",12-12-19,3347.1,"A"
"STK531401","MGMBA018594",28-11-18,6292.96,"A"
"STK2370121","MGMBA018600",13-02-17,6400,"A"
"STK2370121","MGMBA018600",13-03-17,6500,"A"
"STK2370121","MGMBA018600",12-07-17,6500,"A"
"STK2370121","MGMBA018600",12-05-17,6500,"A"
"STK2370121","MGMBA018600",13-11-17,6500,"A"
"STK2370121","MGMBA018600",08-01-18,6500,"A"
"STK2370121","MGMBA018600",11-07-18,7000,"A"
"STK2370121","MGMBA018600",11-09-18,6400,"A"
"STK2370121","MGMBA018600",12-09-19,5000,"A"
"STK2368997","MGMBA018619",13-02-17,6820,"A"
"STK2368997","MGMBA018619",17-03-17,6827.46,"A"
"STK2368997","MGMBA018619",19-04-17,6809.58,"A"
"STK2368997","MGMBA018619",16-05-17,6786.7,"A"
"STK2368997","MGMBA018619",10-08-17,6810,"A"
"STK2368997","MGMBA018619",17-03-18,4929.51,"A"
"STK2370167","MGMBA018637",27-04-17,6659.69,"A"
"STK2370167","MGMBA018637",18-12-17,6739.55,"A"
"STK2370167","MGMBA018637",16-10-17,6800,"A"
"STK531401","MGMBA018594",08-11-19,5619.49,"A"
"STK531401","MGMBA018594",03-08-19,27199.4,"A"
"STK531401","MGMBA018594",12-02-19,0,"A"
"STK531401","MGMBA018594",20-02-19,6972.75,"A"
"STK531401","MGMBA018594",05-04-19,10425,"A"
"STK2370121","MGMBA018600",11-01-20,2475.06,"A"
"STK2370121","MGMBA018600",12-06-17,6500,"A"
"STK2370121","MGMBA018600",11-09-17,6500,"A"
"STK2370121","MGMBA018600",12-11-18,6300,"A"
"STK2370121","MGMBA018600",12-04-17,6500,"A"
"STK2370121","MGMBA018600",11-08-17,6500,"A"
"STK2370121","MGMBA018600",12-12-17,6500,"A"
"STK2370121","MGMBA018600",12-02-18,5106,"A"
"STK2370121","MGMBA018600",12-02-18,900,"A"
"STK2370121","MGMBA018600",12-02-18,100,"A"
"STK2370121","MGMBA018600",12-10-17,6500,"A"
"STK2370121","MGMBA018600",11-06-18,7000,"A"
"STK2370121","MGMBA018600",11-04-18,7000,"A"
"STK2370121","MGMBA018600",12-03-18,7000,"A"
"STK2370121","MGMBA018600",10-05-18,7000,"A"
"STK2370121","MGMBA018600",11-08-18,7000,"A"
"STK2370121","MGMBA018600",11-09-18,600,"A"
"STK2370121","MGMBA018600",11-01-19,6500,"A"
"STK2370121","MGMBA018600",11-07-19,7000,"A"
"STK2370121","MGMBA018600",11-10-18,5000,"A"
"STK2370121","MGMBA018600",08-05-19,6300,"A"
"STK2370121","MGMBA018600",04-12-18,6500,"A"
"STK2370121","MGMBA018600",12-08-19,7000,"A"
"STK2370121","MGMBA018600",13-11-19,7000,"A"
"STK2370121","MGMBA018600",12-06-19,7000,"A"
"STK2370121","MGMBA018600",11-02-19,2047.12,"A"
"STK2370121","MGMBA018600",08-04-19,7000,"A"
"STK2370121","MGMBA018600",11-03-19,6983.82,"A"
"STK2370121","MGMBA018600",11-10-19,7000,"A"
"STK2370121","MGMBA018600",12-12-19,8000,"A"
"STK2368997","MGMBA018619",14-01-20,18010.28,"A"
"STK2368997","MGMBA018619",12-06-17,6820,"A"
"STK2368997","MGMBA018619",10-07-17,6820,"A"
"STK2368997","MGMBA018619",16-11-18,9530.02,"A"
"STK2368997","MGMBA018619",09-11-17,140,"A"
"STK2368997","MGMBA018619",09-11-17,13110.96,"A"
"STK2368997","MGMBA018619",11-01-18,7173.47,"A"
"STK2368997","MGMBA018619",11-01-18,6650,"A"
"STK2368997","MGMBA018619",16-02-18,6798.43,"A"
"STK2368997","MGMBA018619",12-10-17,500,"A"
"STK2368997","MGMBA018619",12-10-17,6665.04,"A"
"STK2368997","MGMBA018619",01-05-18,8490.36,"A"
"STK2368997","MGMBA018619",14-09-18,5822.64,"A"
"STK2368997","MGMBA018619",26-06-18,5900.73,"A"
"STK2368997","MGMBA018619",01-01-19,23810.14,"A"
"STK2368997","MGMBA018619",21-08-18,8120.2,"A"
"STK2368997","MGMBA018619",16-08-18,0,"A"
"STK2368997","MGMBA018619",10-07-19,15464.59,"A"
"STK2368997","MGMBA018619",04-09-19,11452.72,"A"
"STK2368997","MGMBA018619",27-11-19,16883.16,"A"
"STK2368997","MGMBA018619",24-04-19,20693.99,"A"
"STK2370167","MGMBA018637",18-12-19,6906.48,"A"
"STK2370167","MGMBA018637",17-01-20,15487.69,"A"
"STK2370167","MGMBA018637",13-02-17,6800,"A"
"STK2370167","MGMBA018637",14-03-17,7000,"A"
"STK2370167","MGMBA018637",18-07-17,6737.66,"A"
"STK2370167","MGMBA018637",19-09-17,6929.83,"A"
"STK2370167","MGMBA018637",23-05-17,6892.69,"A"
"STK2370167","MGMBA018637",20-06-17,6720.71,"A"
"STK2370167","MGMBA018637",17-08-17,6946.13,"A"
"STK2370167","MGMBA018637",12-11-18,7000,"A"
"STK2370167","MGMBA018637",17-11-17,6748.53,"A"
"STK2370167","MGMBA018637",20-02-18,5603.38,"A"
"STK2370167","MGMBA018637",22-01-18,6604.22,"A"
"STK2370167","MGMBA018637",18-04-18,6836.44,"A"
"STK2370167","MGMBA018637",19-06-18,6929.47,"A"
"STK2370167","MGMBA018637",20-03-18,7887.96,"A"
"STK2370167","MGMBA018637",18-06-19,12489.07,"A"
"STK2371810","MGMBA018646",14-03-17,6500,"A"
"STK2371810","MGMBA018646",16-05-17,7521.47,"A"
"STK2371810","MGMBA018646",17-06-17,6500,"A"
"STK2371810","MGMBA018646",21-07-17,6480.96,"A"
"STK2371810","MGMBA018646",28-01-19,4667.52,"A"
"STK2027167","MGMBA018664",15-02-17,7000,"A"
"STK2027167","MGMBA018664",08-08-17,6500,"A"
"STK2027167","MGMBA018664",10-11-17,6481.79,"A"
"STK2027167","MGMBA018664",14-02-18,8500,"A"
"STK2027167","MGMBA018664",08-01-18,6700,"A"
"STK2027167","MGMBA018664",18-04-19,6700,"A"
"STK2369962","MGMBA018682",02-05-17,14006,"A"
"STK2369962","MGMBA018682",03-06-17,14006,"A"
"STK2369962","MGMBA018682",04-03-17,14006,"A"
"STK2370167","MGMBA018637",17-05-18,6945.88,"A"
"STK2370167","MGMBA018637",18-07-18,6739.58,"A"
"STK2370167","MGMBA018637",14-09-18,7000,"A"
"STK2370167","MGMBA018637",18-10-18,6942.48,"A"
"STK2370167","MGMBA018637",19-12-18,6738.09,"A"
"STK2370167","MGMBA018637",17-09-19,7186.62,"A"
"STK2370167","MGMBA018637",17-08-18,6947.79,"A"
"STK2370167","MGMBA018637",25-04-19,6891.8,"A"
"STK2370167","MGMBA018637",16-08-19,11119.81,"A"
"STK2370167","MGMBA018637",18-02-19,6746.75,"A"
"STK2370167","MGMBA018637",18-01-19,6945.33,"A"
"STK2370167","MGMBA018637",18-03-19,6746.33,"A"
"STK2370167","MGMBA018637",18-10-19,6842.04,"A"
"STK2371810","MGMBA018646",18-12-19,12972.77,"A"
"STK2371810","MGMBA018646",31-01-20,2427.1,"A"
"STK2371810","MGMBA018646",17-02-20,5801.04,"A"
"STK2371810","MGMBA018646",29-02-20,14179.61,"A"
"STK2371810","MGMBA018646",25-09-17,6496.18,"A"
"STK2371810","MGMBA018646",16-02-17,6500,"A"
"STK2371810","MGMBA018646",11-04-17,5500,"A"
"STK2371810","MGMBA018646",17-08-17,6500,"A"
"STK2371810","MGMBA018646",24-11-17,6504.77,"A"
"STK2371810","MGMBA018646",14-10-17,6500,"A"
"STK2371810","MGMBA018646",19-01-18,6979.35,"A"
"STK2371810","MGMBA018646",23-04-18,13402.39,"A"
"STK2371810","MGMBA018646",26-05-18,6587.31,"A"
"STK2371810","MGMBA018646",19-03-18,10951.65,"A"
"STK2371810","MGMBA018646",28-02-18,1147.04,"A"
"STK2371810","MGMBA018646",16-05-19,7232.4,"A"
"STK2371810","MGMBA018646",16-07-18,12683.21,"A"
"STK2371810","MGMBA018646",15-07-19,9133.91,"A"
"STK2371810","MGMBA018646",21-08-18,6911.17,"A"
"STK2371810","MGMBA018646",17-10-18,12670.42,"A"
"STK2371810","MGMBA018646",22-08-19,7683.4,"A"
"STK2371810","MGMBA018646",13-12-18,9211.74,"A"
"STK2371810","MGMBA018646",14-02-19,7852.1,"A"
"STK2371810","MGMBA018646",05-04-19,9498.16,"A"
"STK2371810","MGMBA018646",14-10-19,6968.33,"A"
"STK2027167","MGMBA018664",08-01-20,6565.11,"A"
"STK2027167","MGMBA018664",14-03-17,7000,"A"
"STK2027167","MGMBA018664",06-07-17,13103.6,"A"
"STK2027167","MGMBA018664",19-04-17,6951.9,"A"
"STK2027167","MGMBA018664",13-05-17,6000,"A"
"STK2027167","MGMBA018664",12-09-17,6994.31,"A"
"STK2027167","MGMBA018664",13-09-17,6000,"A"
"STK2027167","MGMBA018664",13-12-17,7364.07,"A"
"STK2027167","MGMBA018664",16-11-18,6500,"A"
"STK2027167","MGMBA018664",16-04-18,6925.01,"A"
"STK2027167","MGMBA018664",18-06-18,5600,"A"
"STK2027167","MGMBA018664",13-03-18,3929,"A"
"STK2027167","MGMBA018664",18-05-18,8420.36,"A"
"STK2027167","MGMBA018664",13-05-19,6700,"A"
"STK2027167","MGMBA018664",16-07-18,6700,"A"
"STK2027167","MGMBA018664",11-09-18,6700,"A"
"STK2027167","MGMBA018664",11-07-19,6700,"A"
"STK2027167","MGMBA018664",11-09-19,6700,"A"
"STK2027167","MGMBA018664",14-08-18,7000,"A"
"STK2027167","MGMBA018664",15-10-18,6700,"A"
"STK2027167","MGMBA018664",04-12-18,6500,"A"
"STK2027167","MGMBA018664",13-08-19,6500,"A"
"STK2027167","MGMBA018664",14-11-19,6700,"A"
"STK2027167","MGMBA018664",13-02-19,6620.85,"A"
"STK2027167","MGMBA018664",12-06-19,6700,"A"
"STK2027167","MGMBA018664",14-01-19,6600,"A"
"STK2027167","MGMBA018664",18-03-19,6700,"A"
"STK2027167","MGMBA018664",15-10-19,6700,"A"
"STK2027167","MGMBA018664",13-12-19,6700,"A"
"STK2369962","MGMBA018682",07-02-17,14006,"A"
"STK2369962","MGMBA018682",07-07-17,14006,"A"
"STK2369962","MGMBA018682",03-10-17,14006,"A"
"STK2369962","MGMBA018682",01-09-17,14006,"A"
