"BORROWER_ID","CONTRACT_NO","BILL_DATE","TRANSACTION_AMOUNT","PAYMENT_DUE_DATE"
"STK2371810","MGMBA018646",13-01-18,6499,18-01-18
"STK2371810","MGMBA018646",13-02-18,6499,18-02-18
"STK2371810","MGMBA018646",13-10-17,6499,18-10-17
"STK2371810","MGMBA018646",13-04-18,6499,18-04-18
"STK2371810","MGMBA018646",13-03-18,6499,18-03-18
"STK2371810","MGMBA018646",13-05-18,6499,18-05-18
"STK2371810","MGMBA018646",13-08-18,6499,18-08-18
"STK2371810","MGMBA018646",13-05-19,6499,18-05-19
"STK2371810","MGMBA018646",13-07-18,6499,18-07-18
"STK2371810","MGMBA018646",13-09-18,6499,18-09-18
"STK2371810","MGMBA018646",13-07-19,6499,18-07-19
"STK2371810","MGMBA018646",13-09-19,6499,18-09-19
"STK2371810","MGMBA018646",13-10-18,6499,18-10-18
"STK2371810","MGMBA018646",13-11-19,6499,18-11-19
"STK2371810","MGMBA018646",13-08-19,6499,18-08-19
"STK2371810","MGMBA018646",13-12-18,6499,18-12-18
"STK2371810","MGMBA018646",13-06-19,6499,18-06-19
"STK2371810","MGMBA018646",13-02-19,6499,18-02-19
"STK2371810","MGMBA018646",13-01-19,6499,18-01-19
"STK2371810","MGMBA018646",13-03-19,6499,18-03-19
"STK2371810","MGMBA018646",13-10-19,6499,18-10-19
"STK2371810","MGMBA018646",13-12-19,6499,18-12-19
"STK1435085","DKMBA009354",17-04-17,8234,22-04-17
"STK1435085","DKMBA009354",17-09-17,8234,22-09-17
"STK1435085","DKMBA009354",17-08-17,8234,22-08-17
"STK1435085","DKMBA009354",17-12-17,8234,22-12-17
"STK1435085","DKMBA009354",17-11-18,8234,22-11-18
"STK1435085","DKMBA009354",17-11-17,8234,22-11-17
"STK2370923","BMMBA012101",12-10-17,8087,17-10-17
"STK2370923","BMMBA012101",12-01-18,8087,17-01-18
"STK2370923","BMMBA012101",12-06-18,8087,17-06-18
"STK2370923","BMMBA012101",12-04-18,8087,17-04-18
"STK2370923","BMMBA012101",12-03-18,8087,17-03-18
"STK2370923","BMMBA012101",12-05-18,8087,17-05-18
"STK2370923","BMMBA012101",12-08-18,8087,17-08-18
"STK2370923","BMMBA012101",12-05-19,8087,17-05-19
"STK2370923","BMMBA012101",12-07-18,8087,17-07-18
"STK2370923","BMMBA012101",12-09-18,8087,17-09-18
"STK2370923","BMMBA012101",12-07-19,8087,17-07-19
"STK2370923","BMMBA012101",12-09-19,8087,17-09-19
"STK2370923","BMMBA012101",12-10-18,8087,17-10-18
"STK2370923","BMMBA012101",12-12-19,8087,17-12-19
"STK2370923","BMMBA012101",12-11-19,8087,17-11-19
"STK2370923","BMMBA012101",12-04-19,8087,17-04-19
"STK2370923","BMMBA012101",12-08-19,8087,17-08-19
"STK2370923","BMMBA012101",12-12-18,8087,17-12-18
"STK2370923","BMMBA012101",12-02-19,8087,17-02-19
"STK2370923","BMMBA012101",12-06-19,8087,17-06-19
"STK2370923","BMMBA012101",12-01-19,8087,17-01-19
"STK2370923","BMMBA012101",12-03-19,8087,17-03-19
"STK2370923","BMMBA012101",12-10-19,8087,17-10-19
"STK2371226","BTMBA015126",13-02-17,9053,18-02-17
"STK2371226","BTMBA015126",13-03-17,9053,18-03-17
"STK2371226","BTMBA015126",13-05-17,9053,18-05-17
"STK2371226","BTMBA015126",13-09-17,9053,18-09-17
"STK2371226","BTMBA015126",13-11-17,9053,18-11-17
"STK2371226","BTMBA015126",13-10-17,9053,18-10-17
"STK2371226","BTMBA015126",13-04-18,9053,18-04-18
"STK2371810","MGMBA018646",13-02-20,6499,18-02-20
"STK2371810","MGMBA018646",13-06-18,6499,18-06-18
"STK1435085","DKMBA009354",17-03-17,8234,22-03-17
"STK1435085","DKMBA009354",17-07-17,8234,22-07-17
"STK1435085","DKMBA009354",17-05-17,8234,22-05-17
"STK1435085","DKMBA009354",17-02-17,8234,22-02-17
"STK1435085","DKMBA009354",17-06-17,8234,22-06-17
"STK1435085","DKMBA009354",17-02-18,8234,22-02-18
"STK1435085","DKMBA009354",17-10-17,8234,22-10-17
"STK1435085","DKMBA009354",17-01-18,8234,22-01-18
"STK1435085","DKMBA009354",17-04-18,8234,22-04-18
"STK1435085","DKMBA009354",17-03-18,8234,22-03-18
"STK1435085","DKMBA009354",17-05-18,8234,22-05-18
"STK1435085","DKMBA009354",17-09-18,8234,22-09-18
"STK1435085","DKMBA009354",17-07-18,8234,22-07-18
"STK1435085","DKMBA009354",17-08-18,8234,22-08-18
"STK1435085","DKMBA009354",17-10-18,8234,22-10-18
"STK1435085","DKMBA009354",17-12-18,8234,22-12-18
"STK1435085","DKMBA009354",17-01-19,8234,22-01-19
"STK2365806","THMBA005974",15-07-17,10719,20-07-17
"STK2367530","POMBA010112",08-03-17,8103,13-03-17
"STK1435085","DKMBA009354",17-06-18,8234,22-06-18
"STK2371924","BLMBA009033",13-02-17,6659,18-02-17
"STK2371924","BLMBA009033",13-07-17,6659,18-07-17
"STK2371924","BLMBA009033",13-03-17,6659,18-03-17
"STK2371924","BLMBA009033",13-06-17,6659,18-06-17
"STK2371924","BLMBA009033",13-05-17,6659,18-05-17
"STK2371924","BLMBA009033",13-09-17,6659,18-09-17
"STK2371924","BLMBA009033",13-04-17,6659,18-04-17
"STK2371924","BLMBA009033",13-08-17,6659,18-08-17
"STK2371924","BLMBA009033",13-12-17,6659,18-12-17
"STK2371924","BLMBA009033",13-11-18,6659,18-11-18
"STK2371924","BLMBA009033",13-11-17,6659,18-11-17
"STK2371924","BLMBA009033",13-01-18,6659,18-01-18
"STK2371924","BLMBA009033",13-02-18,6659,18-02-18
"STK2371924","BLMBA009033",13-10-17,6659,18-10-17
"STK2371924","BLMBA009033",13-06-18,6659,18-06-18
"STK2371924","BLMBA009033",13-04-18,6659,18-04-18
"STK2371924","BLMBA009033",13-03-18,6659,18-03-18
"STK2371924","BLMBA009033",13-05-18,6659,18-05-18
"STK2371924","BLMBA009033",13-08-18,6659,18-08-18
"STK2371924","BLMBA009033",13-07-18,6659,18-07-18
"STK2371924","BLMBA009033",13-09-18,6659,18-09-18
"STK2371924","BLMBA009033",13-10-18,6659,18-10-18
"STK2371924","BLMBA009033",13-12-18,6659,18-12-18
"STK2365806","THMBA005974",15-01-20,10719,20-01-20
"STK2365806","THMBA005974",15-02-17,10719,20-02-17
"STK2365806","THMBA005974",15-03-17,10719,20-03-17
"STK2365806","THMBA005974",15-04-17,10719,20-04-17
"STK2365806","THMBA005974",15-05-17,10719,20-05-17
"STK2365806","THMBA005974",15-09-17,10719,20-09-17
"STK2365806","THMBA005974",15-06-17,10719,20-06-17
"STK2365806","THMBA005974",15-08-17,10719,20-08-17
"STK2365806","THMBA005974",15-12-17,10719,20-12-17
"STK2365806","THMBA005974",15-11-18,10719,20-11-18
"STK2365806","THMBA005974",15-11-17,10719,20-11-17
"STK2365806","THMBA005974",15-02-18,10719,20-02-18
"STK2365806","THMBA005974",15-10-17,10719,20-10-17
"STK2365806","THMBA005974",15-01-18,10719,20-01-18
"STK2365806","THMBA005974",15-06-18,10719,20-06-18
"STK2365806","THMBA005974",15-03-18,10719,20-03-18
"STK2365806","THMBA005974",15-04-18,10719,20-04-18
"STK2365806","THMBA005974",15-05-18,10719,20-05-18
"STK2365806","THMBA005974",15-05-19,10719,20-05-19
"STK2365806","THMBA005974",15-07-18,10719,20-07-18
"STK2365806","THMBA005974",15-09-18,10719,20-09-18
"STK2365806","THMBA005974",15-07-19,10719,20-07-19
"STK2365806","THMBA005974",15-09-19,10719,20-09-19
"STK2365806","THMBA005974",15-08-18,10719,20-08-18
"STK2365806","THMBA005974",15-10-18,10719,20-10-18
"STK2365806","THMBA005974",15-11-19,10719,20-11-19
"STK2365806","THMBA005974",15-12-19,10719,20-12-19
"STK2365806","THMBA005974",15-08-19,10719,20-08-19
"STK2365806","THMBA005974",15-04-19,10719,20-04-19
"STK2365806","THMBA005974",15-12-18,10719,20-12-18
"STK2365806","THMBA005974",15-06-19,10719,20-06-19
"STK2365806","THMBA005974",15-02-19,10719,20-02-19
"STK2365806","THMBA005974",15-01-19,10719,20-01-19
"STK2365806","THMBA005974",15-03-19,10719,20-03-19
"STK2365806","THMBA005974",15-10-19,10719,20-10-19
"STK2367530","POMBA010112",08-02-17,8103,13-02-17
"STK2367530","POMBA010112",08-05-17,8103,13-05-17
"STK2368957","KRMBA009682",09-02-17,10596,14-02-17
"STK2368957","KRMBA009682",09-07-17,10596,14-07-17
"STK2368957","KRMBA009682",09-03-17,10596,14-03-17
"STK2368957","KRMBA009682",09-05-17,10596,14-05-17
"STK2368957","KRMBA009682",09-06-17,10596,14-06-17
"STK2368957","KRMBA009682",09-09-17,10596,14-09-17
"STK2368957","KRMBA009682",09-04-17,10596,14-04-17
"STK2368957","KRMBA009682",09-08-17,10596,14-08-17
"STK2368957","KRMBA009682",09-11-18,10596,14-11-18
"STK2368957","KRMBA009682",09-12-17,10596,14-12-17
"STK2368957","KRMBA009682",09-11-17,10596,14-11-17
"STK2368957","KRMBA009682",09-01-18,10596,14-01-18
"STK2368957","KRMBA009682",09-02-18,10596,14-02-18
"STK2368957","KRMBA009682",09-10-17,10596,14-10-17
"STK2368957","KRMBA009682",09-06-18,10596,14-06-18
"STK2368957","KRMBA009682",09-04-18,10596,14-04-18
"STK2368957","KRMBA009682",09-03-18,10596,14-03-18
"STK2368957","KRMBA009682",09-05-18,10596,14-05-18
"STK2368957","KRMBA009682",09-08-18,10596,14-08-18
"STK2368957","KRMBA009682",09-09-18,10596,14-09-18
"STK2368957","KRMBA009682",09-07-18,10596,14-07-18
"STK2368957","KRMBA009682",09-10-18,10596,14-10-18
"STK2368957","KRMBA009682",09-01-19,10596,14-01-19
"STK2368957","KRMBA009682",09-12-18,10596,14-12-18
"STK2368798","MPMBA009149",11-03-17,27774,16-03-17
"STK2368798","MPMBA009149",11-06-17,27774,16-06-17
"STK2368798","MPMBA009149",11-05-17,27774,16-05-17
"STK2368798","MPMBA009149",11-04-17,27774,16-04-17
"STK2367530","POMBA010112",08-06-17,8103,13-06-17
"STK2367530","POMBA010112",08-07-17,8103,13-07-17
"STK2367530","POMBA010112",08-09-17,8103,13-09-17
"STK2367530","POMBA010112",08-04-17,8103,13-04-17
"STK2367530","POMBA010112",08-08-17,8103,13-08-17
"STK2367530","POMBA010112",08-11-18,8103,13-11-18
"STK2367530","POMBA010112",08-12-17,8103,13-12-17
"STK2367530","POMBA010112",08-11-17,8103,13-11-17
"STK2367530","POMBA010112",08-01-18,8103,13-01-18
"STK2367530","POMBA010112",08-02-18,8103,13-02-18
"STK2367530","POMBA010112",08-10-17,8103,13-10-17
"STK2367530","POMBA010112",08-06-18,8103,13-06-18
"STK2367530","POMBA010112",08-04-18,8103,13-04-18
"STK2367530","POMBA010112",08-03-18,8103,13-03-18
"STK2367530","POMBA010112",08-05-18,8103,13-05-18
"STK2367530","POMBA010112",08-08-18,8103,13-08-18
"STK2367530","POMBA010112",08-09-18,8103,13-09-18
"STK2367530","POMBA010112",08-07-18,8103,13-07-18
"STK2367530","POMBA010112",08-01-19,8103,13-01-19
"STK2367530","POMBA010112",08-10-18,8103,13-10-18
"STK2367530","POMBA010112",08-05-19,8103,13-05-19
"STK2367530","POMBA010112",08-12-18,8103,13-12-18
"STK2367530","POMBA010112",08-02-19,8103,13-02-19
"STK2367530","POMBA010112",08-03-19,8103,13-03-19
"STK2368798","MPMBA009149",11-02-17,27774,16-02-17
"STK2372852","MGMBA018707",16-02-17,18864,21-02-17
"STK2372852","MGMBA018707",16-03-17,18864,21-03-17
"STK2372852","MGMBA018707",16-07-17,18864,21-07-17
"STK2372852","MGMBA018707",16-04-17,18864,21-04-17
"STK2372852","MGMBA018707",16-05-17,18864,21-05-17
"STK2372852","MGMBA018707",16-09-17,18864,21-09-17
"STK2372852","MGMBA018707",16-06-17,18864,21-06-17
"STK2372852","MGMBA018707",16-08-17,18864,21-08-17
"STK2372852","MGMBA018707",16-12-17,18864,21-12-17
"STK2372852","MGMBA018707",16-11-18,18864,21-11-18
"STK2372852","MGMBA018707",16-11-17,18864,21-11-17
"STK2372852","MGMBA018707",16-01-18,18864,21-01-18
"STK2372852","MGMBA018707",16-02-18,18864,21-02-18
"STK2372852","MGMBA018707",16-10-17,18864,21-10-17
"STK2372852","MGMBA018707",16-04-18,18864,21-04-18
"STK2372852","MGMBA018707",16-06-18,18864,21-06-18
"STK2372852","MGMBA018707",16-03-18,18864,21-03-18
"STK2372852","MGMBA018707",16-05-18,18864,21-05-18
"STK2375727","ARMBA013517",18-03-17,6642,23-03-17
"STK2375727","ARMBA013517",18-07-17,6642,23-07-17
"STK2375727","ARMBA013517",18-04-17,6642,23-04-17
"STK2375727","ARMBA013517",18-05-17,6642,23-05-17
"STK2375727","ARMBA013517",18-09-17,6642,23-09-17
"STK2375727","ARMBA013517",18-02-17,6642,23-02-17
"STK2375727","ARMBA013517",18-06-17,6642,23-06-17
"STK2375727","ARMBA013517",18-08-17,6642,23-08-17
"STK2375727","ARMBA013517",18-12-17,6642,23-12-17
"STK2375727","ARMBA013517",18-11-17,6642,23-11-17
"STK2375727","ARMBA013517",18-02-18,6642,23-02-18
"STK2375727","ARMBA013517",18-10-17,6642,23-10-17
"STK2375727","ARMBA013517",18-01-18,6642,23-01-18
"STK2376026","MPMBA009538",23-04-17,10384,28-04-17
"STK2376026","MPMBA009538",23-03-17,10384,28-03-17
"STK2376026","MPMBA009538",23-09-17,10384,28-09-17
"STK2376026","MPMBA009538",23-02-17,10384,28-02-17
"STK2376026","MPMBA009538",23-12-17,10384,28-12-17
"STK2376026","MPMBA009538",23-07-17,10384,28-07-17
"STK2376026","MPMBA009538",23-02-18,10384,28-02-18
"STK2376026","MPMBA009538",23-10-17,10384,28-10-17
"STK2376026","MPMBA009538",23-03-18,10384,28-03-18
"STK2376026","MPMBA009538",23-04-18,10384,28-04-18
"STK2376026","MPMBA009538",23-06-18,10384,28-06-18
"STK2376026","MPMBA009538",23-05-18,10384,28-05-18
"STK2376026","MPMBA009538",23-09-18,10384,28-09-18
"STK2376026","MPMBA009538",23-07-18,10384,28-07-18
"STK2376026","MPMBA009538",23-10-18,10384,28-10-18
"STK2376026","MPMBA009538",23-08-18,10384,28-08-18
"STK2266441","AWMBA006964",20-03-17,4565,25-03-17
"STK2266441","AWMBA006964",20-07-17,4565,25-07-17
"STK2266441","AWMBA006964",20-09-17,4565,25-09-17
"STK2266441","AWMBA006964",20-05-17,4565,25-05-17
"STK2266441","AWMBA006964",20-02-17,4565,25-02-17
"STK2266441","AWMBA006964",20-11-18,4565,25-11-18
"STK2266441","AWMBA006964",20-06-17,4565,25-06-17
"STK2266441","AWMBA006964",20-08-17,4565,25-08-17
"STK2266441","AWMBA006964",20-12-17,4565,25-12-17
"STK2266441","AWMBA006964",20-11-17,4565,25-11-17
"STK2266441","AWMBA006964",20-02-18,4565,25-02-18
"STK2266441","AWMBA006964",20-01-18,4565,25-01-18
"STK2266441","AWMBA006964",20-10-17,4565,25-10-17
"STK2266441","AWMBA006964",20-06-18,4565,25-06-18
"STK2266441","AWMBA006964",20-03-18,4565,25-03-18
"STK2266441","AWMBA006964",20-05-18,4565,25-05-18
"STK2266441","AWMBA006964",20-09-18,4565,25-09-18
"STK2266441","AWMBA006964",20-07-18,4565,25-07-18
"STK2266441","AWMBA006964",20-08-18,4565,25-08-18
"STK2266441","AWMBA006964",20-01-19,4565,25-01-19
"STK2372852","MGMBA018707",16-07-18,18864,21-07-18
"STK2372852","MGMBA018707",16-09-18,18864,21-09-18
"STK2372852","MGMBA018707",16-08-18,18864,21-08-18
"STK2372852","MGMBA018707",16-10-18,18864,21-10-18
"STK2372852","MGMBA018707",16-12-18,18864,21-12-18
"STK2375727","ARMBA013517",18-12-19,6642,23-12-19
"STK2375727","ARMBA013517",18-01-20,6642,23-01-20
"STK2375727","ARMBA013517",18-11-18,6642,23-11-18
"STK2375727","ARMBA013517",18-04-18,6642,23-04-18
"STK2375727","ARMBA013517",18-06-18,6642,23-06-18
"STK2375727","ARMBA013517",18-03-18,6642,23-03-18
"STK2375727","ARMBA013517",18-05-18,6642,23-05-18
"STK2375727","ARMBA013517",18-05-19,6642,23-05-19
"STK2375727","ARMBA013517",18-09-18,6642,23-09-18
"STK2375727","ARMBA013517",18-07-18,6642,23-07-18
"STK2375727","ARMBA013517",18-12-18,6642,23-12-18
"STK2375727","ARMBA013517",18-07-19,6642,23-07-19
"STK2375727","ARMBA013517",18-09-19,6642,23-09-19
"STK2375727","ARMBA013517",18-08-18,6642,23-08-18
"STK2375727","ARMBA013517",18-10-18,6642,23-10-18
"STK2375727","ARMBA013517",18-08-19,6642,23-08-19
"STK2375727","ARMBA013517",18-04-19,6642,23-04-19
"STK2375727","ARMBA013517",18-06-19,6642,23-06-19
"STK2375727","ARMBA013517",18-10-19,6642,23-10-19
"STK2375727","ARMBA013517",18-02-19,6642,23-02-19
"STK2375727","ARMBA013517",18-01-19,6642,23-01-19
"STK2375727","ARMBA013517",18-03-19,6642,23-03-19
"STK2375727","ARMBA013517",18-11-19,6642,23-11-19
"STK2376026","MPMBA009538",23-05-17,10384,28-05-17
"STK2376026","MPMBA009538",23-06-17,10384,28-06-17
"STK2376026","MPMBA009538",23-08-17,10384,28-08-17
"STK2376026","MPMBA009538",23-11-17,10384,28-11-17
"STK2376026","MPMBA009538",23-01-18,10384,28-01-18
"STK2266441","AWMBA006964",20-04-17,4565,25-04-17
"STK2266441","AWMBA006964",20-04-18,4565,25-04-18
"STK2266441","AWMBA006964",20-10-18,4565,25-10-18
"STK2266441","AWMBA006964",20-12-18,4565,25-12-18
"STK2376173","MWMBA014914",10-02-17,10003,15-02-17
"STK2376173","MWMBA014914",10-07-17,10003,15-07-17
"STK2376173","MWMBA014914",10-05-17,10003,15-05-17
"STK2376173","MWMBA014914",10-03-17,10003,15-03-17
"STK2376173","MWMBA014914",10-06-17,10003,15-06-17
"STK2366757","CGMBA017081",09-02-17,10274,14-02-17
"STK2366757","CGMBA017081",09-03-17,10274,14-03-17
"STK2366757","CGMBA017081",09-05-17,10274,14-05-17
"STK2366757","CGMBA017081",09-06-17,10274,14-06-17
"STK2366757","CGMBA017081",09-09-17,10274,14-09-17
"STK2366757","CGMBA017081",09-08-17,10274,14-08-17
"STK2366757","CGMBA017081",09-11-18,10274,14-11-18
"STK2366757","CGMBA017081",09-12-17,10274,14-12-17
"STK2366757","CGMBA017081",09-11-17,10274,14-11-17
"STK2366757","CGMBA017081",09-01-18,10274,14-01-18
"STK2366757","CGMBA017081",09-02-18,10274,14-02-18
"STK2366757","CGMBA017081",09-10-17,10274,14-10-17
"STK2366757","CGMBA017081",09-06-18,10274,14-06-18
"STK2366757","CGMBA017081",09-04-18,10274,14-04-18
"STK2366757","CGMBA017081",09-03-18,10274,14-03-18
"STK2366757","CGMBA017081",09-05-18,10274,14-05-18
"STK2366757","CGMBA017081",09-08-18,10274,14-08-18
"STK2366757","CGMBA017081",09-09-18,10274,14-09-18
"STK2366757","CGMBA017081",09-07-18,10274,14-07-18
"STK2366757","CGMBA017081",09-12-18,10274,14-12-18
"STK2371743","NAMBA007787",13-02-17,5990,18-02-17
"STK2371743","NAMBA007787",13-07-17,5990,18-07-17
"STK2371743","NAMBA007787",13-03-17,5990,18-03-17
"STK2371743","NAMBA007787",13-06-17,5990,18-06-17
"STK2371743","NAMBA007787",13-05-17,5990,18-05-17
"STK2371743","NAMBA007787",13-09-17,5990,18-09-17
"STK2371743","NAMBA007787",13-04-17,5990,18-04-17
"STK2371743","NAMBA007787",13-08-17,5990,18-08-17
"STK2371743","NAMBA007787",13-12-17,5990,18-12-17
"STK2371743","NAMBA007787",13-11-17,5990,18-11-17
"STK2371743","NAMBA007787",13-01-18,5990,18-01-18
"STK2371743","NAMBA007787",13-02-18,5990,18-02-18
"STK2371743","NAMBA007787",13-10-17,5990,18-10-17
"STK2371743","NAMBA007787",13-06-18,5990,18-06-18
"STK2371743","NAMBA007787",13-04-18,5990,18-04-18
"STK2371743","NAMBA007787",13-03-18,5990,18-03-18
"STK2371743","NAMBA007787",13-05-18,5990,18-05-18
"STK2371743","NAMBA007787",13-08-18,5990,18-08-18
"STK2371743","NAMBA007787",13-05-19,5990,18-05-19
"STK2371743","NAMBA007787",13-07-18,5990,18-07-18
"STK2371743","NAMBA007787",13-09-18,5990,18-09-18
"STK2371743","NAMBA007787",13-07-19,5990,18-07-19
"STK2371743","NAMBA007787",13-09-19,5990,18-09-19
"STK2371743","NAMBA007787",13-10-18,5990,18-10-18
"STK2376173","MWMBA014914",10-09-17,10003,15-09-17
"STK2376173","MWMBA014914",10-04-17,10003,15-04-17
"STK2376173","MWMBA014914",10-08-17,10003,15-08-17
"STK2376173","MWMBA014914",10-12-17,10003,15-12-17
"STK2376173","MWMBA014914",10-11-17,10003,15-11-17
"STK2376173","MWMBA014914",10-02-18,10003,15-02-18
"STK2376173","MWMBA014914",10-10-17,10003,15-10-17
"STK2376173","MWMBA014914",10-01-18,10003,15-01-18
"STK2376173","MWMBA014914",10-06-18,10003,15-06-18
"STK2376173","MWMBA014914",10-04-18,10003,15-04-18
"STK2376173","MWMBA014914",10-03-18,10003,15-03-18
"STK2376173","MWMBA014914",10-05-18,10003,15-05-18
"STK2376173","MWMBA014914",10-07-18,10003,15-07-18
"STK2378568","MHMBA009804",23-04-17,10516,28-04-17
"STK2378568","MHMBA009804",23-03-17,10516,28-03-17
"STK2378568","MHMBA009804",23-09-17,10516,28-09-17
"STK2378568","MHMBA009804",23-05-17,10516,28-05-17
"STK2378568","MHMBA009804",23-06-17,10516,28-06-17
"STK2378568","MHMBA009804",23-02-17,10516,28-02-17
"STK2378568","MHMBA009804",23-11-18,10516,28-11-18
"STK2378568","MHMBA009804",23-12-17,10516,28-12-17
"STK2378568","MHMBA009804",23-08-17,10516,28-08-17
"STK2378568","MHMBA009804",23-07-17,10516,28-07-17
"STK2378568","MHMBA009804",23-11-17,10516,28-11-17
"STK2378568","MHMBA009804",23-02-18,10516,28-02-18
"STK2378568","MHMBA009804",23-10-17,10516,28-10-17
"STK2378568","MHMBA009804",23-01-18,10516,28-01-18
"STK2378568","MHMBA009804",23-03-18,10516,28-03-18
"STK2378568","MHMBA009804",23-04-18,10516,28-04-18
"STK2378568","MHMBA009804",23-06-18,10516,28-06-18
"STK2378568","MHMBA009804",23-05-18,10516,28-05-18
"STK2378568","MHMBA009804",23-09-18,10516,28-09-18
"STK2378568","MHMBA009804",23-07-18,10516,28-07-18
"STK2378568","MHMBA009804",23-10-18,10516,28-10-18
"STK2378568","MHMBA009804",23-12-18,10516,28-12-18
"STK2378568","MHMBA009804",23-08-18,10516,28-08-18
"STK2378568","MHMBA009804",23-01-19,10516,28-01-19
"STK2366757","CGMBA017081",09-07-17,10274,14-07-17
"STK2366757","CGMBA017081",09-04-17,10274,14-04-17
"STK2366757","CGMBA017081",09-10-18,10274,14-10-18
"STK2371743","NAMBA007787",13-11-18,5990,18-11-18
"STK2371743","NAMBA007787",13-11-19,5990,18-11-19
"STK2371743","NAMBA007787",13-04-19,5990,18-04-19
"STK2371743","NAMBA007787",13-08-19,5990,18-08-19
"STK2371743","NAMBA007787",13-06-19,5990,18-06-19
"STK2371743","NAMBA007787",13-02-19,5990,18-02-19
"STK2371743","NAMBA007787",13-01-19,5990,18-01-19
"STK2371743","NAMBA007787",13-03-19,5990,18-03-19
"STK2371743","NAMBA007787",13-10-19,5990,18-10-19
"STK2371743","NAMBA007787",13-12-19,5990,18-12-19
"STK2371996","GNMBA015205",15-02-17,5679,20-02-17
"STK2371996","GNMBA015205",15-07-17,5679,20-07-17
"STK2371996","GNMBA015205",15-05-17,5679,20-05-17
"STK2371996","GNMBA015205",15-09-17,5679,20-09-17
"STK2371996","GNMBA015205",15-06-17,5679,20-06-17
"STK2371996","GNMBA015205",15-04-17,5679,20-04-17
"STK2371996","GNMBA015205",15-08-17,5679,20-08-17
"STK2371996","GNMBA015205",15-12-17,5679,20-12-17
"STK2371996","GNMBA015205",15-11-17,5679,20-11-17
"STK2371996","GNMBA015205",15-02-18,5679,20-02-18
"STK2371996","GNMBA015205",15-10-17,5679,20-10-17
"STK2371996","GNMBA015205",15-01-18,5679,20-01-18
"STK2371996","GNMBA015205",15-06-18,5679,20-06-18
"STK2371996","GNMBA015205",15-03-18,5679,20-03-18
"STK2371996","GNMBA015205",15-05-18,5679,20-05-18
"STK2371996","GNMBA015205",15-07-18,5679,20-07-18
"STK2371996","GNMBA015205",15-08-18,5679,20-08-18
"STK2372868","KRMBA009804",16-02-17,16486,21-02-17
"STK2372868","KRMBA009804",16-03-17,16486,21-03-17
"STK2372868","KRMBA009804",16-07-17,16486,21-07-17
"STK2372868","KRMBA009804",16-04-17,16486,21-04-17
"STK2372868","KRMBA009804",16-09-17,16486,21-09-17
"STK2372868","KRMBA009804",16-06-17,16486,21-06-17
"STK2372868","KRMBA009804",16-08-17,16486,21-08-17
"STK2372868","KRMBA009804",16-12-17,16486,21-12-17
"STK2372868","KRMBA009804",16-11-17,16486,21-11-17
"STK2372868","KRMBA009804",16-02-18,16486,21-02-18
"STK2372868","KRMBA009804",16-10-17,16486,21-10-17
"STK2372868","KRMBA009804",16-06-18,16486,21-06-18
"STK2372868","KRMBA009804",16-03-18,16486,21-03-18
"STK2372868","KRMBA009804",16-05-18,16486,21-05-18
"STK2372868","KRMBA009804",16-07-18,16486,21-07-18
"STK2373230","CWMBA010149",18-02-19,14210,23-02-19
"STK2371743","NAMBA007787",13-12-18,5990,18-12-18
"STK2371996","GNMBA015205",15-03-17,5679,20-03-17
"STK2371996","GNMBA015205",15-11-18,5679,20-11-18
"STK2371996","GNMBA015205",15-04-18,5679,20-04-18
"STK2371996","GNMBA015205",15-09-18,5679,20-09-18
"STK2371996","GNMBA015205",15-10-18,5679,20-10-18
"STK2371996","GNMBA015205",15-12-18,5679,20-12-18
"STK2372868","KRMBA009804",16-05-17,16486,21-05-17
"STK2372868","KRMBA009804",16-01-18,16486,21-01-18
"STK2372868","KRMBA009804",16-04-18,16486,21-04-18
"STK2373230","CWMBA010149",18-12-19,14210,23-12-19
"STK2373230","CWMBA010149",18-01-20,14210,23-01-20
"STK2373230","CWMBA010149",18-03-17,14210,23-03-17
"STK2373230","CWMBA010149",18-04-17,14210,23-04-17
"STK2373230","CWMBA010149",18-07-17,14210,23-07-17
"STK2373230","CWMBA010149",18-05-17,14210,23-05-17
"STK2373230","CWMBA010149",18-09-17,14210,23-09-17
"STK2373230","CWMBA010149",18-02-17,14210,23-02-17
"STK2373230","CWMBA010149",18-11-18,14210,23-11-18
"STK2373230","CWMBA010149",18-06-17,14210,23-06-17
"STK2373230","CWMBA010149",18-08-17,14210,23-08-17
"STK2373230","CWMBA010149",18-12-17,14210,23-12-17
"STK2373230","CWMBA010149",18-11-17,14210,23-11-17
"STK2373230","CWMBA010149",18-02-18,14210,23-02-18
"STK2373230","CWMBA010149",18-10-17,14210,23-10-17
"STK2373230","CWMBA010149",18-01-18,14210,23-01-18
"STK2373230","CWMBA010149",18-04-18,14210,23-04-18
"STK2373230","CWMBA010149",18-06-18,14210,23-06-18
"STK2373230","CWMBA010149",18-03-18,14210,23-03-18
"STK2373230","CWMBA010149",18-05-18,14210,23-05-18
"STK2373230","CWMBA010149",18-05-19,14210,23-05-19
"STK2373230","CWMBA010149",18-09-18,14210,23-09-18
"STK2373230","CWMBA010149",18-07-18,14210,23-07-18
"STK2373230","CWMBA010149",18-12-18,14210,23-12-18
"STK2373230","CWMBA010149",18-07-19,14210,23-07-19
"STK2373230","CWMBA010149",18-09-19,14210,23-09-19
"STK2373230","CWMBA010149",18-08-18,14210,23-08-18
