"BORROWER_ID","CONTRACT_NO","BILL_DATE","TRANSACTION_AMOUNT","PAYMENT_DUE_DATE"
"STK2079856","PLMBA014455",04-07-17,8250,09-07-17
"STK2079856","PLMBA014455",04-04-17,8250,09-04-17
"STK2079856","PLMBA014455",04-05-17,8250,09-05-17
"STK2079856","PLMBA014455",04-10-17,8250,09-10-17
"STK2079856","PLMBA014455",04-06-17,8250,09-06-17
"STK2079856","PLMBA014455",04-02-17,8250,09-02-17
"STK2079856","PLMBA014455",04-09-17,8250,09-09-17
"STK2079856","PLMBA014455",04-03-17,8250,09-03-17
"STK2079856","PLMBA014455",04-08-17,8250,09-08-17
"STK2079856","PLMBA014455",04-12-17,8250,09-12-17
"STK2079856","PLMBA014455",04-11-17,8250,09-11-17
"STK2079856","PLMBA014455",04-01-18,8250,09-01-18
"STK2079856","PLMBA014455",04-02-18,8250,09-02-18
"STK2079856","PLMBA014455",04-06-18,8250,09-06-18
"STK2079856","PLMBA014455",04-03-18,8250,09-03-18
"STK2079856","PLMBA014455",04-04-18,8250,09-04-18
"STK2079856","PLMBA014455",04-05-18,8250,09-05-18
"STK2079856","PLMBA014455",04-08-18,8250,09-08-18
"STK2079856","PLMBA014455",04-07-18,8250,09-07-18
"STK2079856","PLMBA014455",04-11-18,8250,09-11-18
"STK2079856","PLMBA014455",04-09-18,8250,09-09-18
"STK2079856","PLMBA014455",04-10-18,8250,09-10-18
"STK2079856","PLMBA014455",04-01-19,8250,09-01-19
"STK2079856","PLMBA014455",04-12-18,8250,09-12-18
"STK2221859","KRMBA005035RST1",24-03-17,15341.83,29-03-17
"STK2221859","KRMBA005035RST1",24-04-17,15341.83,29-04-17
"STK2221859","KRMBA005035RST1",24-09-17,15341.83,29-09-17
"STK2221859","KRMBA005035RST1",24-05-17,15341.83,29-05-17
"STK2221859","KRMBA005035RST1",24-06-17,15341.83,29-06-17
"STK2221859","KRMBA005035RST1",24-02-17,15341.83,01-03-17
"STK2221859","KRMBA005035RST1",24-08-17,15341.83,29-08-17
"STK2221859","KRMBA005035RST1",24-12-17,15341.83,29-12-17
"STK2221859","KRMBA005035RST1",24-07-17,15341.83,29-07-17
"STK2221859","KRMBA005035RST1",24-11-17,15341.83,29-11-17
"STK2221859","KRMBA005035RST1",24-02-18,15341.83,01-03-18
"STK2221859","KRMBA005035RST1",24-10-17,15341.83,29-10-17
"STK2221859","KRMBA005035RST1",24-01-18,15341.83,29-01-18
"STK2221859","KRMBA005035RST1",24-03-18,15341.83,29-03-18
"STK2221859","KRMBA005035RST1",24-04-18,15341.83,29-04-18
"STK1479012","ARMBA013483",25-02-20,12925,01-03-20
"STK1479012","ARMBA013483",25-01-20,12925,30-01-20
"STK1479012","ARMBA013483",25-12-19,12925,30-12-19
"STK1479012","ARMBA013483",25-03-17,12925,30-03-17
"STK1479012","ARMBA013483",25-04-17,12925,30-04-17
"STK1479012","ARMBA013483",25-09-17,12925,30-09-17
"STK1479012","ARMBA013483",25-05-17,12925,30-05-17
"STK1479012","ARMBA013483",25-06-17,12925,30-06-17
"STK1479012","ARMBA013483",25-02-17,12925,02-03-17
"STK1479012","ARMBA013483",25-08-17,12925,30-08-17
"STK1479012","ARMBA013483",25-12-17,12925,30-12-17
"STK1479012","ARMBA013483",25-07-17,12925,30-07-17
"STK1479012","ARMBA013483",25-11-17,12925,30-11-17
"STK1479012","ARMBA013483",25-01-18,12925,30-01-18
"STK1479012","ARMBA013483",25-10-17,12925,30-10-17
"STK1479012","ARMBA013483",25-03-18,12925,30-03-18
"STK1479012","ARMBA013483",25-05-18,12925,30-05-18
"STK1479012","ARMBA013483",25-02-18,12925,02-03-18
"STK1479012","ARMBA013483",25-04-18,12925,30-04-18
"STK1479012","ARMBA013483",25-09-18,12925,30-09-18
"STK1479012","ARMBA013483",25-07-18,12925,30-07-18
"STK1479012","ARMBA013483",25-06-18,12925,30-06-18
"STK1479012","ARMBA013483",25-12-18,12925,30-12-18
"STK1479012","ARMBA013483",25-10-18,12925,30-10-18
"STK1479012","ARMBA013483",25-08-18,12925,30-08-18
"STK1479012","ARMBA013483",25-11-18,12925,30-11-18
"STK1479012","ARMBA013483",25-06-19,12925,30-06-19
"STK1479012","ARMBA013483",25-10-19,12925,30-10-19
"STK1479012","ARMBA013483",25-08-19,12925,30-08-19
"STK1479012","ARMBA013483",25-02-19,12925,02-03-19
"STK1479012","ARMBA013483",25-01-19,12925,30-01-19
"STK1479012","ARMBA013483",25-07-19,12925,30-07-19
"STK1479012","ARMBA013483",25-03-19,12925,30-03-19
"STK1479012","ARMBA013483",25-05-19,12925,30-05-19
"STK1479012","ARMBA013483",25-11-19,12925,30-11-19
"STK1479012","ARMBA013483",25-09-19,12925,30-09-19
"STK2299177","ANMBA008869",20-03-17,7963,25-03-17
"STK2299177","ANMBA008869",20-07-17,7963,25-07-17
"STK2343411","WYMBA004236",04-04-17,7302,09-04-17
"STK2343411","WYMBA004236",04-02-17,7302,09-02-17
"STK2343411","WYMBA004236",04-03-17,7302,09-03-17
"STK1556737","TBMBA011768",10-02-20,6147,15-02-20
"STK1556737","TBMBA011768",10-01-20,6147,15-01-20
"STK1556737","TBMBA011768",10-02-17,6147,15-02-17
"STK1556737","TBMBA011768",10-07-17,6147,15-07-17
"STK1556737","TBMBA011768",10-05-17,6147,15-05-17
"STK1556737","TBMBA011768",10-03-17,6147,15-03-17
"STK1556737","TBMBA011768",10-06-17,6147,15-06-17
"STK1556737","TBMBA011768",10-09-17,6147,15-09-17
"STK1556737","TBMBA011768",10-04-17,6147,15-04-17
"STK1556737","TBMBA011768",10-08-17,6147,15-08-17
"STK1556737","TBMBA011768",10-11-18,6147,15-11-18
"STK1556737","TBMBA011768",10-12-17,6147,15-12-17
"STK1556737","TBMBA011768",10-11-17,6147,15-11-17
"STK1556737","TBMBA011768",10-02-18,6147,15-02-18
"STK1556737","TBMBA011768",10-10-17,6147,15-10-17
"STK1556737","TBMBA011768",10-01-18,6147,15-01-18
"STK1556737","TBMBA011768",10-06-18,6147,15-06-18
"STK1556737","TBMBA011768",10-04-18,6147,15-04-18
"STK1556737","TBMBA011768",10-03-18,6147,15-03-18
"STK1556737","TBMBA011768",10-05-18,6147,15-05-18
"STK1556737","TBMBA011768",10-08-18,6147,15-08-18
"STK1556737","TBMBA011768",10-09-18,6147,15-09-18
"STK1556737","TBMBA011768",10-07-18,6147,15-07-18
"STK1556737","TBMBA011768",10-09-19,6147,15-09-19
"STK1556737","TBMBA011768",10-10-18,6147,15-10-18
"STK1556737","TBMBA011768",10-07-19,6147,15-07-19
"STK1556737","TBMBA011768",10-11-19,6147,15-11-19
"STK1556737","TBMBA011768",10-01-19,6147,15-01-19
"STK1556737","TBMBA011768",10-05-19,6147,15-05-19
"STK1556737","TBMBA011768",10-12-19,6147,15-12-19
"STK1556737","TBMBA011768",10-08-19,6147,15-08-19
"STK1556737","TBMBA011768",10-12-18,6147,15-12-18
"STK1556737","TBMBA011768",10-02-19,6147,15-02-19
"STK1556737","TBMBA011768",10-03-19,6147,15-03-19
"STK1556737","TBMBA011768",10-06-19,6147,15-06-19
"STK1556737","TBMBA011768",10-10-19,6147,15-10-19
"STK2356252","VWMBA008722",25-03-17,15516,30-03-17
"STK2356252","VWMBA008722",25-04-17,15516,30-04-17
"STK2356252","VWMBA008722",25-09-17,15516,30-09-17
"STK2356252","VWMBA008722",25-05-17,15516,30-05-17
"STK2356252","VWMBA008722",25-06-17,15516,30-06-17
"STK2356252","VWMBA008722",25-02-17,15516,02-03-17
"STK2356252","VWMBA008722",25-08-17,15516,30-08-17
"STK2356252","VWMBA008722",25-12-17,15516,30-12-17
"STK2356252","VWMBA008722",25-07-17,15516,30-07-17
"STK2356252","VWMBA008722",25-11-17,15516,30-11-17
"STK2356252","VWMBA008722",25-02-18,15516,02-03-18
"STK2356252","VWMBA008722",25-10-17,15516,30-10-17
"STK2356252","VWMBA008722",25-01-18,15516,30-01-18
"STK2356252","VWMBA008722",25-03-18,15516,30-03-18
"STK2356252","VWMBA008722",25-05-18,15516,30-05-18
"STK2356252","VWMBA008722",25-04-18,15516,30-04-18
"STK2356252","VWMBA008722",25-09-18,15516,30-09-18
"STK2356252","VWMBA008722",25-07-18,15516,30-07-18
"STK2356252","VWMBA008722",25-06-18,15516,30-06-18
"STK2356252","VWMBA008722",25-08-18,15516,30-08-18
"STK1425155","EMMBA015490",05-05-17,5846,10-05-17
"STK1425155","EMMBA015490",05-06-17,5846,10-06-17
"STK1425155","EMMBA015490",05-07-17,5846,10-07-17
"STK1425155","EMMBA015490",05-02-17,5846,10-02-17
"STK1425155","EMMBA015490",05-09-17,5846,10-09-17
"STK1425155","EMMBA015490",05-03-17,5846,10-03-17
"STK1425155","EMMBA015490",05-04-17,5846,10-04-17
"STK1425155","EMMBA015490",05-08-17,5846,10-08-17
"STK1425155","EMMBA015490",05-12-17,5846,10-12-17
"STK1425155","EMMBA015490",05-11-17,5846,10-11-17
"STK1425155","EMMBA015490",05-01-18,5846,10-01-18
"STK1425155","EMMBA015490",05-02-18,5846,10-02-18
"STK1425155","EMMBA015490",05-10-17,5846,10-10-17
"STK1425155","EMMBA015490",05-03-18,5846,10-03-18
"STK1425155","EMMBA015490",05-04-18,5846,10-04-18
"STK1425155","EMMBA015490",05-05-18,5846,10-05-18
"STK2355053","MDMBA005974",25-05-18,8810,30-05-18
"STK2299177","ANMBA008869",20-04-17,7963,25-04-17
"STK2299177","ANMBA008869",20-09-17,7963,25-09-17
"STK2299177","ANMBA008869",20-05-17,7963,25-05-17
"STK2299177","ANMBA008869",20-02-17,7963,25-02-17
"STK2299177","ANMBA008869",20-11-18,7963,25-11-18
"STK2299177","ANMBA008869",20-06-17,7963,25-06-17
"STK2299177","ANMBA008869",20-12-17,7963,25-12-17
"STK2299177","ANMBA008869",20-08-17,7963,25-08-17
"STK2299177","ANMBA008869",20-11-17,7963,25-11-17
"STK2299177","ANMBA008869",20-02-18,7963,25-02-18
"STK2299177","ANMBA008869",20-01-18,7963,25-01-18
"STK2299177","ANMBA008869",20-10-17,7963,25-10-17
"STK2299177","ANMBA008869",20-04-18,7963,25-04-18
"STK2299177","ANMBA008869",20-06-18,7963,25-06-18
"STK2299177","ANMBA008869",20-03-18,7963,25-03-18
"STK2299177","ANMBA008869",20-05-18,7963,25-05-18
"STK2299177","ANMBA008869",20-05-19,7963,25-05-19
"STK2299177","ANMBA008869",20-09-18,7963,25-09-18
"STK2299177","ANMBA008869",20-07-18,7963,25-07-18
"STK2299177","ANMBA008869",20-10-18,7963,25-10-18
"STK2299177","ANMBA008869",20-12-18,7963,25-12-18
"STK2299177","ANMBA008869",20-08-18,7963,25-08-18
"STK2299177","ANMBA008869",20-04-19,7963,25-04-19
"STK2299177","ANMBA008869",20-06-19,7963,25-06-19
"STK2299177","ANMBA008869",20-02-19,7963,25-02-19
"STK2299177","ANMBA008869",20-01-19,7963,25-01-19
"STK2299177","ANMBA008869",20-03-19,7963,25-03-19
"STK1135298","NAMBA007725",03-04-17,8411,08-04-17
"STK1135298","NAMBA007725",03-05-17,8411,08-05-17
"STK1135298","NAMBA007725",03-10-17,8411,08-10-17
"STK1135298","NAMBA007725",03-06-17,8411,08-06-17
"STK1135298","NAMBA007725",03-07-17,8411,08-07-17
"STK1135298","NAMBA007725",03-02-17,8411,08-02-17
"STK1135298","NAMBA007725",03-09-17,8411,08-09-17
"STK1135298","NAMBA007725",03-03-17,8411,08-03-17
"STK1135298","NAMBA007725",03-08-17,8411,08-08-17
"STK2355053","MDMBA005974",25-01-20,8810,30-01-20
"STK2355053","MDMBA005974",25-02-20,8810,01-03-20
"STK2355053","MDMBA005974",25-12-19,8810,30-12-19
"STK2355053","MDMBA005974",25-03-17,8810,30-03-17
"STK2355053","MDMBA005974",25-04-17,8810,30-04-17
"STK2355053","MDMBA005974",25-09-17,8810,30-09-17
"STK2355053","MDMBA005974",25-05-17,8810,30-05-17
"STK2355053","MDMBA005974",25-06-17,8810,30-06-17
"STK2355053","MDMBA005974",25-02-17,8810,02-03-17
"STK2355053","MDMBA005974",25-08-17,8810,30-08-17
"STK2355053","MDMBA005974",25-12-17,8810,30-12-17
"STK2355053","MDMBA005974",25-07-17,8810,30-07-17
"STK2355053","MDMBA005974",25-11-17,8810,30-11-17
"STK2355053","MDMBA005974",25-02-18,8810,02-03-18
"STK2355053","MDMBA005974",25-10-17,8810,30-10-17
"STK2355053","MDMBA005974",25-01-18,8810,30-01-18
"STK2355053","MDMBA005974",25-03-18,8810,30-03-18
"STK1523778","ARMBA012280",25-01-20,11204,30-01-20
"STK1523778","ARMBA012280",25-12-19,11204,30-12-19
"STK1523778","ARMBA012280",25-03-17,11204,30-03-17
"STK1523778","ARMBA012280",25-04-17,11204,30-04-17
"STK1523778","ARMBA012280",25-09-17,11204,30-09-17
"STK1523778","ARMBA012280",25-09-19,11204,30-09-19
"STK2355053","MDMBA005974",25-04-18,8810,30-04-18
"STK2355053","MDMBA005974",25-09-18,8810,30-09-18
"STK2355053","MDMBA005974",25-07-18,8810,30-07-18
"STK2355053","MDMBA005974",25-06-18,8810,30-06-18
"STK2355053","MDMBA005974",25-10-18,8810,30-10-18
"STK2355053","MDMBA005974",25-12-18,8810,30-12-18
"STK2355053","MDMBA005974",25-08-18,8810,30-08-18
"STK2355053","MDMBA005974",25-11-18,8810,30-11-18
"STK2355053","MDMBA005974",25-06-19,8810,30-06-19
"STK2355053","MDMBA005974",25-10-19,8810,30-10-19
"STK2355053","MDMBA005974",25-08-19,8810,30-08-19
"STK2355053","MDMBA005974",25-02-19,8810,02-03-19
"STK2355053","MDMBA005974",25-01-19,8810,30-01-19
"STK2355053","MDMBA005974",25-07-19,8810,30-07-19
"STK2355053","MDMBA005974",25-03-19,8810,30-03-19
"STK2355053","MDMBA005974",25-05-19,8810,30-05-19
"STK2355053","MDMBA005974",25-11-19,8810,30-11-19
"STK2355053","MDMBA005974",25-09-19,8810,30-09-19
"STK1523778","ARMBA012280",25-05-17,11204,30-05-17
"STK1523778","ARMBA012280",25-06-17,11204,30-06-17
"STK1523778","ARMBA012280",25-02-17,11204,02-03-17
"STK1523778","ARMBA012280",25-08-17,11204,30-08-17
"STK1523778","ARMBA012280",25-12-17,11204,30-12-17
"STK1523778","ARMBA012280",25-07-17,11204,30-07-17
"STK1523778","ARMBA012280",25-01-17,11204,30-01-17
"STK1523778","ARMBA012280",25-11-17,11204,30-11-17
"STK1523778","ARMBA012280",25-01-18,11204,30-01-18
"STK1523778","ARMBA012280",25-10-17,11204,30-10-17
"STK1523778","ARMBA012280",25-03-18,11204,30-03-18
"STK1523778","ARMBA012280",25-05-18,11204,30-05-18
"STK1523778","ARMBA012280",25-02-18,11204,02-03-18
"STK1523778","ARMBA012280",25-04-18,11204,30-04-18
"STK1523778","ARMBA012280",25-09-18,11204,30-09-18
"STK1523778","ARMBA012280",25-07-18,11204,30-07-18
"STK1523778","ARMBA012280",25-06-18,11204,30-06-18
"STK1523778","ARMBA012280",25-12-18,11204,30-12-18
"STK1523778","ARMBA012280",25-10-18,11204,30-10-18
"STK1523778","ARMBA012280",25-08-18,11204,30-08-18
"STK1523778","ARMBA012280",25-11-18,11204,30-11-18
"STK1523778","ARMBA012280",25-06-19,11204,30-06-19
"STK1523778","ARMBA012280",25-10-19,11204,30-10-19
"STK1523778","ARMBA012280",25-08-19,11204,30-08-19
"STK1523778","ARMBA012280",25-02-19,11204,02-03-19
"STK1523778","ARMBA012280",25-01-19,11204,30-01-19
"STK1523778","ARMBA012280",25-07-19,11204,30-07-19
"STK1523778","ARMBA012280",25-03-19,11204,30-03-19
"STK1523778","ARMBA012280",25-05-19,11204,30-05-19
"STK1523778","ARMBA012280",25-11-19,11204,30-11-19
"STK2360279","TBMBA011120",25-03-17,7740,30-03-17
"STK2360279","TBMBA011120",25-04-17,7740,30-04-17
"STK2360279","TBMBA011120",25-09-17,7740,30-09-17
"STK2360279","TBMBA011120",25-05-17,7740,30-05-17
"STK2360279","TBMBA011120",25-06-17,7740,30-06-17
"STK2360279","TBMBA011120",25-02-17,7740,02-03-17
"STK2360279","TBMBA011120",25-08-17,7740,30-08-17
"STK2360279","TBMBA011120",25-12-17,7740,30-12-17
"STK2360279","TBMBA011120",25-01-17,7740,30-01-17
"STK2360279","TBMBA011120",25-07-17,7740,30-07-17
"STK2360279","TBMBA011120",25-11-17,7740,30-11-17
"STK2360279","TBMBA011120",25-10-17,7740,30-10-17
"STK2360279","TBMBA011120",25-01-18,7740,30-01-18
"STK2360279","TBMBA011120",25-03-18,7740,30-03-18
"STK2360279","TBMBA011120",25-05-18,7740,30-05-18
"STK2360279","TBMBA011120",25-02-18,7740,02-03-18
"STK2360279","TBMBA011120",25-04-18,7740,30-04-18
"STK2360279","TBMBA011120",25-09-18,7740,30-09-18
"STK2360279","TBMBA011120",25-07-18,7740,30-07-18
"STK2360279","TBMBA011120",25-06-18,7740,30-06-18
"STK2360279","TBMBA011120",25-12-18,7740,30-12-18
"STK2360279","TBMBA011120",25-10-18,7740,30-10-18
"STK2360279","TBMBA011120",25-08-18,7740,30-08-18
"STK2360279","TBMBA011120",25-11-18,7740,30-11-18
"STK1093355","NAMBA007718",03-05-17,8483,08-05-17
"STK1093355","NAMBA007718",03-10-17,8483,08-10-17
"STK1093355","NAMBA007718",03-06-17,8483,08-06-17
"STK1093355","NAMBA007718",03-07-17,8483,08-07-17
"STK1093355","NAMBA007718",03-08-17,8483,08-08-17
"STK2360667","EMMBA015375",03-04-17,5846,08-04-17
"STK2360667","EMMBA015375",03-05-17,5846,08-05-17
"STK2360667","EMMBA015375",03-10-17,5846,08-10-17
"STK2360667","EMMBA015375",03-06-17,5846,08-06-17
"STK2360667","EMMBA015375",03-07-17,5846,08-07-17
"STK2360667","EMMBA015375",03-02-17,5846,08-02-17
"STK2360667","EMMBA015375",03-09-17,5846,08-09-17
"STK2360667","EMMBA015375",03-03-17,5846,08-03-17
"STK2360667","EMMBA015375",03-08-17,5846,08-08-17
"STK2360667","EMMBA015375",03-12-17,5846,08-12-17
"STK2360667","EMMBA015375",03-11-17,5846,08-11-17
"STK2360667","EMMBA015375",03-02-18,5846,08-02-18
"STK2360667","EMMBA015375",03-01-18,5846,08-01-18
"STK2360667","EMMBA015375",03-06-18,5846,08-06-18
"STK2360667","EMMBA015375",03-03-18,5846,08-03-18
"STK2360667","EMMBA015375",03-04-18,5846,08-04-18
"STK2360667","EMMBA015375",03-05-18,5846,08-05-18
"STK2360667","EMMBA015375",03-08-18,5846,08-08-18
"STK2360667","EMMBA015375",03-07-18,5846,08-07-18
"STK2360667","EMMBA015375",03-11-18,5846,08-11-18
"STK2360667","EMMBA015375",03-09-18,5846,08-09-18
"STK2360667","EMMBA015375",03-10-18,5846,08-10-18
"STK2360667","EMMBA015375",03-01-19,5846,08-01-19
"STK2360667","EMMBA015375",03-12-18,5846,08-12-18
"STK2360279","TBMBA011120",25-01-19,7740,30-01-19
"STK693563","KUMBA020809",05-05-17,7512,10-05-17
"STK693563","KUMBA020809",05-06-17,7512,10-06-17
"STK693563","KUMBA020809",05-07-17,7512,10-07-17
"STK693563","KUMBA020809",05-02-17,7512,10-02-17
"STK693563","KUMBA020809",05-09-17,7512,10-09-17
"STK693563","KUMBA020809",05-03-17,7512,10-03-17
"STK693563","KUMBA020809",05-04-17,7512,10-04-17
"STK693563","KUMBA020809",05-08-17,7512,10-08-17
"STK693563","KUMBA020809",05-12-17,7512,10-12-17
"STK693563","KUMBA020809",05-11-17,7512,10-11-17
"STK693563","KUMBA020809",05-01-18,7512,10-01-18
"STK693563","KUMBA020809",05-02-18,7512,10-02-18
"STK693563","KUMBA020809",05-10-17,7512,10-10-17
"STK693563","KUMBA020809",05-06-18,7512,10-06-18
"STK693563","KUMBA020809",05-03-18,7512,10-03-18
"STK693563","KUMBA020809",05-04-18,7512,10-04-18
"STK693563","KUMBA020809",05-05-18,7512,10-05-18
"STK693563","KUMBA020809",05-08-18,7512,10-08-18
"STK693563","KUMBA020809",05-07-18,7512,10-07-18
"STK693563","KUMBA020809",05-11-18,7512,10-11-18
"STK693563","KUMBA020809",05-09-18,7512,10-09-18
"STK693563","KUMBA020809",05-10-18,7512,10-10-18
"STK693563","KUMBA020809",05-07-19,7512,10-07-19
"STK693563","KUMBA020809",05-05-19,7512,10-05-19
"STK693563","KUMBA020809",05-09-19,7512,10-09-19
"STK693563","KUMBA020809",05-01-19,7512,10-01-19
"STK693563","KUMBA020809",05-02-19,7512,10-02-19
"STK693563","KUMBA020809",05-12-18,7512,10-12-18
"STK693563","KUMBA020809",05-03-19,7512,10-03-19
"STK693563","KUMBA020809",05-08-19,7512,10-08-19
"STK693563","KUMBA020809",05-04-19,7512,10-04-19
"STK693563","KUMBA020809",05-06-19,7512,10-06-19
"STK693563","KUMBA020809",05-10-19,7512,10-10-19
"STK1093355","NAMBA007718",03-04-17,8483,08-04-17
"STK1093355","NAMBA007718",03-02-17,8483,08-02-17
"STK1093355","NAMBA007718",03-09-17,8483,08-09-17
"STK1093355","NAMBA007718",03-03-17,8483,08-03-17
"STK2324218","ANMBA008944",20-12-19,4647,25-12-19
"STK2324218","ANMBA008944",20-01-20,4647,25-01-20
"STK2324218","ANMBA008944",20-03-17,4647,25-03-17
"STK2324218","ANMBA008944",20-07-17,4647,25-07-17
"STK2324218","ANMBA008944",20-04-17,4647,25-04-17
"STK2324218","ANMBA008944",20-09-17,4647,25-09-17
"STK2324218","ANMBA008944",20-02-17,4647,25-02-17
"STK2324218","ANMBA008944",20-05-17,4647,25-05-17
"STK2324218","ANMBA008944",20-11-18,4647,25-11-18
"STK2324218","ANMBA008944",20-06-17,4647,25-06-17
"STK2324218","ANMBA008944",20-12-17,4647,25-12-17
"STK2324218","ANMBA008944",20-08-17,4647,25-08-17
"STK2324218","ANMBA008944",20-11-17,4647,25-11-17
"STK2324218","ANMBA008944",20-02-18,4647,25-02-18
"STK2324218","ANMBA008944",20-01-18,4647,25-01-18
"STK2324218","ANMBA008944",20-10-17,4647,25-10-17
"STK2324218","ANMBA008944",20-04-18,4647,25-04-18
"STK2324218","ANMBA008944",20-06-18,4647,25-06-18
"STK2324218","ANMBA008944",20-03-18,4647,25-03-18
"STK2324218","ANMBA008944",20-05-18,4647,25-05-18
"STK2324218","ANMBA008944",20-05-19,4647,25-05-19
"STK2324218","ANMBA008944",20-09-18,4647,25-09-18
"STK2324218","ANMBA008944",20-07-18,4647,25-07-18
"STK2324218","ANMBA008944",20-10-18,4647,25-10-18
"STK2324218","ANMBA008944",20-12-18,4647,25-12-18
"STK2324218","ANMBA008944",20-08-18,4647,25-08-18
"STK2324218","ANMBA008944",20-08-19,4647,25-08-19
"STK2324218","ANMBA008944",20-04-19,4647,25-04-19
"STK2324218","ANMBA008944",20-06-19,4647,25-06-19
"STK2324218","ANMBA008944",20-10-19,4647,25-10-19
"STK2324218","ANMBA008944",20-02-19,4647,25-02-19
"STK2324218","ANMBA008944",20-07-19,4647,25-07-19
"STK2324218","ANMBA008944",20-01-19,4647,25-01-19
"STK2324218","ANMBA008944",20-03-19,4647,25-03-19
"STK2324218","ANMBA008944",20-09-19,4647,25-09-19
"STK2324218","ANMBA008944",20-11-19,4647,25-11-19
"STK2343622","BMMBA011704",03-04-17,10678,08-04-17
"STK2343622","BMMBA011704",03-05-17,10678,08-05-17
"STK2343622","BMMBA011704",03-10-17,10678,08-10-17
"STK2343622","BMMBA011704",03-06-17,10678,08-06-17
"STK2343622","BMMBA011704",03-07-17,10678,08-07-17
"STK2343622","BMMBA011704",03-02-17,10678,08-02-17
"STK2343622","BMMBA011704",03-09-17,10678,08-09-17
"STK2343622","BMMBA011704",03-03-17,10678,08-03-17
"STK2343622","BMMBA011704",03-08-17,10678,08-08-17
"STK2343622","BMMBA011704",03-12-17,10678,08-12-17
"STK2343622","BMMBA011704",03-11-17,10678,08-11-17
"STK2343622","BMMBA011704",03-02-18,10678,08-02-18
"STK2343622","BMMBA011704",03-01-18,10678,08-01-18
"STK2343622","BMMBA011704",03-06-18,10678,08-06-18
"STK2343622","BMMBA011704",03-03-18,10678,08-03-18
"STK2343622","BMMBA011704",03-04-18,10678,08-04-18
"STK2343622","BMMBA011704",03-05-18,10678,08-05-18
"STK2343622","BMMBA011704",03-08-18,10678,08-08-18
"STK2343622","BMMBA011704",03-07-18,10678,08-07-18
"STK2343622","BMMBA011704",03-11-18,10678,08-11-18
"STK2343622","BMMBA011704",03-09-18,10678,08-09-18
"STK2343622","BMMBA011704",03-10-18,10678,08-10-18
"STK2343622","BMMBA011704",03-12-18,10678,08-12-18
"STK2348431","KUMBA020517",02-04-17,5161,07-04-17
"STK2348431","KUMBA020517",02-05-17,5161,07-05-17
"STK2348431","KUMBA020517",02-06-17,5161,07-06-17
"STK2348431","KUMBA020517",02-02-17,5161,07-02-17
"STK2348431","KUMBA020517",02-03-17,5161,07-03-17
"STK2353647","BMMBA011564",02-02-18,7861,07-02-18
"STK2353360","BLMBA009170",18-03-17,5560,23-03-17
"STK2353360","BLMBA009170",18-07-17,5560,23-07-17
"STK2353360","BLMBA009170",18-04-17,5560,23-04-17
"STK2353360","BLMBA009170",18-05-17,5560,23-05-17
"STK2353360","BLMBA009170",18-09-17,5560,23-09-17
"STK2353360","BLMBA009170",18-02-17,5560,23-02-17
"STK2353360","BLMBA009170",18-06-17,5560,23-06-17
"STK2353360","BLMBA009170",18-11-18,5560,23-11-18
"STK2353360","BLMBA009170",18-08-17,5560,23-08-17
"STK2353360","BLMBA009170",18-12-17,5560,23-12-17
"STK2353360","BLMBA009170",18-11-17,5560,23-11-17
"STK2353360","BLMBA009170",18-02-18,5560,23-02-18
"STK2353360","BLMBA009170",18-10-17,5560,23-10-17
"STK2353360","BLMBA009170",18-01-18,5560,23-01-18
"STK2353360","BLMBA009170",18-04-18,5560,23-04-18
"STK2353360","BLMBA009170",18-06-18,5560,23-06-18
"STK2353360","BLMBA009170",18-03-18,5560,23-03-18
"STK2353360","BLMBA009170",18-05-18,5560,23-05-18
"STK2353360","BLMBA009170",18-09-18,5560,23-09-18
"STK2353360","BLMBA009170",18-07-18,5560,23-07-18
"STK2353360","BLMBA009170",18-12-18,5560,23-12-18
"STK2353360","BLMBA009170",18-08-18,5560,23-08-18
"STK2353360","BLMBA009170",18-10-18,5560,23-10-18
"STK2353360","BLMBA009170",18-01-19,5560,23-01-19
"STK2358344","AGMBA005042",25-03-17,6899,30-03-17
"STK2358344","AGMBA005042",25-04-17,6899,30-04-17
"STK2358344","AGMBA005042",25-09-17,6899,30-09-17
"STK2358344","AGMBA005042",25-05-17,6899,30-05-17
"STK2358344","AGMBA005042",25-06-17,6899,30-06-17
"STK2358344","AGMBA005042",25-02-17,6899,02-03-17
"STK2358344","AGMBA005042",25-08-17,6899,30-08-17
"STK2358640","GPMBA015214",15-02-17,8376,20-02-17
"STK2358640","GPMBA015214",15-03-17,8376,20-03-17
"STK2358640","GPMBA015214",15-07-17,8376,20-07-17
"STK2358640","GPMBA015214",15-05-17,8376,20-05-17
"STK2358640","GPMBA015214",15-09-17,8376,20-09-17
"STK2358640","GPMBA015214",15-06-17,8376,20-06-17
"STK2358640","GPMBA015214",15-04-17,8376,20-04-17
"STK2358640","GPMBA015214",15-08-17,8376,20-08-17
"STK2358640","GPMBA015214",15-12-17,8376,20-12-17
"STK2358640","GPMBA015214",15-11-17,8376,20-11-17
"STK2358640","GPMBA015214",15-10-17,8376,20-10-17
"STK2353647","BMMBA011564",02-07-17,7861,07-07-17
"STK2353647","BMMBA011564",02-04-17,7861,07-04-17
"STK2353647","BMMBA011564",02-05-17,7861,07-05-17
"STK2353647","BMMBA011564",02-10-17,7861,07-10-17
"STK2353647","BMMBA011564",02-06-17,7861,07-06-17
