,team_1,team_2,_map,result_1,result_2,map_winner,event_id,match_id,rank_1,rank_2,map_wins_1,map_wins_2,match_winner
38511,TeamOne,DEMONIO,Train,22,20,1,2622,2307172,85,236,1,2,2
38512,TeamOne,DEMONIO,Dust2,9,16,2,2622,2307172,85,236,1,2,2
38513,Tricked,Outlaws,Nuke,16,4,1,2596,2307078,39,75,1,2,2
38514,Tricked,Outlaws,Train,8,16,2,2596,2307078,39,75,1,2,2
38515,DIVIZON,ALTERNATE aTTaX,Mirage,16,14,1,2617,2307173,116,27,2,1,1
38516,DIVIZON,ALTERNATE aTTaX,Cache,19,17,1,2617,2307173,116,27,2,1,1
38517,DIVIZON,ALTERNATE aTTaX,Dust2,14,16,2,2617,2307173,116,27,2,1,1
38518,EURONICS,DIVIZON,Mirage,16,8,1,2617,2307133,59,114,2,0,1
38519,EURONICS,DIVIZON,Train,16,10,1,2617,2307133,59,114,2,0,1
38520,OpTic,Astralis,Overpass,6,16,2,2367,2307143,6,4,0,2,2
38521,OpTic,Astralis,Train,11,16,2,2367,2307143,6,4,0,2,2
38522,VG.CyberZen,Epsilon,Cobblestone,11,16,2,2599,2307104,25,24,0,3,2
38523,FaZe,OpTic,Cache,4,16,2,2367,2307064,8,6,1,2,2
38524,FaZe,OpTic,Nuke,19,15,1,2367,2307064,8,6,1,2,2
38525,FaZe,OpTic,Train,10,16,2,2367,2307064,8,6,1,2,2
38526,Dignitas,SK,Overpass,10,16,2,2367,2307065,5,2,1,2,2
38527,Dignitas,SK,Mirage,16,7,1,2367,2307065,5,2,1,2,2
38528,Dignitas,SK,Cache,9,16,2,2367,2307065,5,2,1,2,2
38529,VG.CyberZen,Epsilon,Mirage,13,16,2,2599,2307104,25,24,0,3,2
38530,Envy,OpTic,Overpass,3,16,2,2367,2307141,13,6,0,2,2
38531,VG.CyberZen,Epsilon,Overpass,7,16,2,2599,2307104,25,24,0,3,2
38532,Envy,OpTic,Nuke,12,16,2,2367,2307141,13,6,0,2,2
38533,Brewtopia,RESISTANCE,Cache,7,16,2,2612,2307153,162,194,0,2,2
38534,Astralis,SK,Overpass,16,4,1,2367,2307142,4,2,2,0,1
38535,Astralis,SK,Cache,16,9,1,2367,2307142,4,2,2,0,1
38536,RESISTANCE,Outlaws,Overpass,4,16,2,2612,2307155,194,90,0,2,2
38537,Brewtopia,RESISTANCE,Cobblestone,11,16,2,2612,2307153,162,194,0,2,2
38538,RESISTANCE,Outlaws,Cache,7,16,2,2612,2307155,194,90,0,2,2
38539,EDG,ex-g3x,Dust2,11,16,2,2599,2307090,147,69,0,2,2
38540,TRIDENT,Parallax,Overpass,28,26,1,2536,2307110,171,129,2,0,1
38541,TRIDENT,Parallax,Mirage,16,14,1,2536,2307110,171,129,2,0,1
38542,Parallax,Exile5,Mirage,8,16,2,2536,2307108,129,101,2,1,1
38543,Parallax,Exile5,Cobblestone,16,10,1,2536,2307108,129,101,2,1,1
38544,VG.CyberZen,Immunity,Dust2,16,11,1,2599,2307085,25,99,1,1,2
38545,VG.CyberZen,Immunity,Cobblestone,5,16,2,2599,2307085,25,99,1,1,2
38546,iGame.com,JYP,Train,16,13,1,2599,2307099,38,46,2,0,1
38547,EDG,ex-g3x,Mirage,16,19,2,2599,2307090,147,69,0,2,2
38548,iGame.com,JYP,Cobblestone,16,14,1,2599,2307099,38,46,2,0,1
38549,Skyfire,TRIDENT,Train,14,16,2,2536,2307109,141,171,0,2,2
38550,Dignitas,Envy,Nuke,3,16,2,2367,2307061,5,13,3,16,2
38551,Immortals,Envy,Cache,19,22,2,2367,2307060,12,13,19,22,2
38552,SK,Dignitas,Overpass,7,16,2,2367,2307059,2,5,7,16,2
38553,Epsilon,TYLOO,Cobblestone,19,17,1,2599,2307101,24,20,2,0,1
38554,Skyfire,TRIDENT,Cache,6,16,2,2536,2307109,141,171,0,2,2
38555,Epsilon,TYLOO,Cache,16,3,1,2599,2307101,24,20,2,0,1
38556,iGame.com,VG.CyberZen,Nuke,5,16,2,2599,2307102,38,25,1,2,2
38557,hmm,k1ck,Cobblestone,16,9,1,2619,2307163,32,86,16,9,1
38558,iGame.com,VG.CyberZen,Train,12,16,2,2599,2307102,38,25,1,2,2
38559,SK,Immortals,Cache,16,9,1,2367,2307063,2,12,2,0,1
38560,SK,Immortals,Train,16,14,1,2367,2307063,2,12,2,0,1
38561,OpTic,Cloud9,Dust2,8,16,2,2367,2307062,6,7,2,1,1
38562,OpTic,Cloud9,Overpass,16,12,1,2367,2307062,6,7,2,1,1
38563,OpTic,Cloud9,Cache,19,17,1,2367,2307062,6,7,2,1,1
38564,Outlaws,RESISTANCE,Cobblestone,16,12,1,2612,2307121,90,194,16,12,1
38565,Aria,RESISTANCE,Cache,11,16,2,2612,2307123,139,194,11,16,2
38566,HellRaisers,fnatic Academy,Cobblestone,16,12,1,2619,2307161,23,33,16,12,1
38567,Copenhagen Flames,PRIDE,Cobblestone,5,16,2,2619,2307159,163,50,5,16,2
38568,TYLOO,iGame.com,Train,2,16,2,2599,2307103,20,38,1,2,2
38569,TYLOO,iGame.com,Cobblestone,16,7,1,2599,2307103,20,38,1,2,2
38570,TYLOO,iGame.com,Nuke,17,19,2,2599,2307103,20,38,1,2,2
38571,Overpowered,Brewtopia,Cache,6,16,2,2612,2307117,215,162,6,16,2
38572,iGame.com,VG.CyberZen,Dust2,16,4,1,2599,2307102,38,25,1,2,2
38573,Vexed,DarkPassage,Cache,6,16,2,2619,2307158,27,47,6,16,2
38574,TYLOO,EDG,Cobblestone,16,3,1,2599,2307082,20,147,2,0,1
38575,VG.CyberZen,EDG,Dust2,16,2,1,2599,2307089,25,147,2,0,1
38576,Immunity,ex-g3x,Mirage,16,14,1,2599,2307087,99,69,1,1,2
38577,Immunity,ex-g3x,Dust2,8,16,2,2599,2307087,99,69,1,1,2
38578,TYLOO,EDG,Mirage,16,8,1,2599,2307082,20,147,2,0,1
38579,TYLOO,VG.CyberZen,Dust2,16,13,1,2599,2307081,20,25,1,1,2
38580,EDG,Immunity,Mirage,16,14,1,2599,2307086,147,99,1,1,2
38581,EDG,Immunity,Dust2,7,16,2,2599,2307086,147,99,1,1,2
38582,TYLOO,VG.CyberZen,Overpass,8,16,2,2599,2307081,20,25,1,1,2
38583,Born Of Fire,iGame.com,Train,9,16,2,2599,2307091,103,38,0,2,2
38584,Born Of Fire,iGame.com,Dust2,7,16,2,2599,2307091,103,38,0,2,2
38585,JYP,Epsilon,Cobblestone,16,12,1,2599,2307094,46,24,1,1,2
38586,JYP,Epsilon,Mirage,11,16,2,2599,2307094,46,24,1,1,2
38587,VG.CyberZen,EDG,Cobblestone,16,6,1,2599,2307089,25,147,2,0,1
38588,TYLOO,Immunity,Cobblestone,22,20,1,2599,2307083,20,99,2,0,1
38589,TYLOO,ex-g3x,Train,16,5,1,2599,2307084,20,69,2,0,1
38590,Astralis,FaZe,Dust2,16,3,1,2367,2307058,4,8,16,3,1
38591,FaZe,Cloud9,Mirage,16,6,1,2367,2307057,8,7,16,6,1
38592,Astralis,OpTic,Dust2,16,7,1,2367,2307056,4,6,16,7,1
38593,Born Of Fire,Epsilon,Nuke,16,13,1,2599,2307097,103,24,1,1,2
38594,TYLOO,ex-g3x,Cache,16,4,1,2599,2307084,20,69,2,0,1
38595,Born Of Fire,Epsilon,Overpass,4,16,2,2599,2307097,103,24,1,1,2
38596,iGame.com,Epsilon,Cache,14,16,2,2599,2307096,38,24,0,2,2
38597,iGame.com,Epsilon,Overpass,3,16,2,2599,2307096,38,24,0,2,2
38598,VG.CyberZen,ex-g3x,Train,16,11,1,2599,2307088,25,69,2,0,1
38599,VG.CyberZen,ex-g3x,Dust2,16,7,1,2599,2307088,25,69,2,0,1
38600,Born Of Fire,JYP,Dust2,10,16,2,2599,2307095,103,46,0,2,2
38601,Born Of Fire,JYP,Mirage,7,16,2,2599,2307095,103,46,0,2,2
38602,TYLOO,Immunity,Dust2,16,12,1,2599,2307083,20,99,2,0,1
38603,Rogue,Tricked,Dust2,4,16,2,2608,2307076,39,40,0,2,2
38604,Rogue,Tricked,Nuke,2,16,2,2608,2307076,39,40,0,2,2
38605,Outlaws,DarkPassage,Train,16,10,1,2596,2307042,90,47,2,0,1
38606,LDLC,Tengri,Cobblestone,16,4,1,2608,2307068,26,51,16,4,1
38607,Outlaws,DarkPassage,Overpass,16,14,1,2596,2307042,90,47,2,0,1
38608,Tricked,Epsilon Hype,Overpass,16,2,1,2608,2307069,40,111,16,2,1
38609,EPG,Tricked,Cobblestone,8,16,2,2596,2307041,64,40,1,2,2
38610,EPG,Tricked,Nuke,7,16,2,2596,2307041,64,40,1,2,2
38611,EPG,Tricked,Mirage,16,11,1,2596,2307041,64,40,1,2,2
38612,Rogue,GODSENT,Train,12,16,2,2577,2307066,40,17,2,1,1
38613,Rogue,GODSENT,Overpass,19,17,1,2577,2307066,40,17,2,1,1
38614,Rogue,GODSENT,Dust2,16,14,1,2577,2307066,40,17,2,1,1
38615,TYLOO,VG.CyberZen,Mirage,16,5,1,2589,2307018,21,25,2,0,1
38616,DarkPassage,Nexus,Mirage,16,10,1,2547,2307044,51,158,2,0,1
38617,DarkPassage,Nexus,Overpass,16,11,1,2547,2307044,51,158,2,0,1
38618,Brewtopia,RESISTANCE,Cache,13,16,2,2607,2307050,139,73,0,2,2
38619,Brewtopia,RESISTANCE,Cobblestone,5,16,2,2607,2307050,139,73,0,2,2
38620,Nexus,Outlaws,Nuke,16,5,1,2547,2307043,158,117,2,0,1
38621,TYLOO,VG.CyberZen,Dust2,19,17,1,2589,2307018,21,25,2,0,1
38622,Nexus,Outlaws,Cobblestone,16,13,1,2547,2307043,158,117,2,0,1
38623,Signature,TYLOO,Cache,10,16,2,2589,2307017,50,21,0,2,2
38624,Signature,TYLOO,Mirage,8,16,2,2589,2307017,50,21,0,2,2
38625,Cloud9,Immortals,Cobblestone,11,16,2,2555,2307047,5,11,0,2,2
38626,Cloud9,Immortals,Dust2,11,16,2,2555,2307047,5,11,0,2,2
38627,TSM,Muffin Lightning,Mirage,16,10,1,2555,2307046,32,67,2,0,1
38628,CNB,INTZ,Mirage,16,10,1,2605,2307055,127,150,2,1,1
38629,Cloud9,TSM,Cache,16,12,1,2555,2307048,5,32,2,0,1
38630,CNB,INTZ,Overpass,10,16,2,2605,2307055,127,150,2,1,1
38631,FMESPORTS,Endpoint,Nuke,12,16,2,2592,2307053,78,111,0,2,2
38632,FMESPORTS,Endpoint,Cache,12,16,2,2592,2307053,78,111,0,2,2
38633,Cloud9,TSM,Train,16,3,1,2555,2307048,5,32,2,0,1
38634,CAZ,FMESPORTS,Train,4,16,2,2592,2307054,178,78,0,2,2
38635,TSM,Muffin Lightning,Cache,16,6,1,2555,2307046,32,67,2,0,1
38636,CAZ,FMESPORTS,Cobblestone,4,16,2,2592,2307054,178,78,0,2,2
38637,iNation,DarkPassage,Mirage,16,8,1,2547,2307045,56,51,2,0,1
38638,iNation,DarkPassage,Dust2,16,12,1,2547,2307045,56,51,2,0,1
38639,CNB,INTZ,Cobblestone,16,14,1,2605,2307055,127,150,2,1,1
38640,iNation,Nexus,Nuke,19,16,1,2547,2307034,56,158,2,0,1
38641,OpTic,FaZe,Overpass,16,12,1,2407,2307009,13,9,2,0,1
38642,OpTic,FaZe,Train,16,3,1,2407,2307009,13,9,2,0,1
38643,DarkPassage,Outlaws,Cobblestone,16,2,1,2547,2307033,51,117,2,0,1
38644,DarkPassage,Outlaws,Train,16,6,1,2547,2307033,51,117,2,0,1
38645,Risky,Signature,Train,14,16,2,2589,2307014,65,50,0,2,2
38646,Risky,Signature,Mirage,3,16,2,2589,2307014,65,50,0,2,2
38647,TYLOO,5POWER,Cache,16,7,1,2589,2307015,21,72,2,0,1
38648,TYLOO,5POWER,Cobblestone,16,10,1,2589,2307015,21,72,2,0,1
38649,iNation,Nexus,Mirage,16,13,1,2547,2307034,56,158,2,0,1
38650,Cloud9,Muffin Lightning,Cobblestone,16,7,1,2555,2307037,5,67,16,7,1
38651,g3x,BigGods,Train,16,7,1,2605,2307040,64,92,2,0,1
38652,CAZ,Endpoint,Mirage,6,16,2,2592,2307024,178,111,0,2,2
38653,Astralis,OpTic,Train,16,9,1,2407,2307010,8,13,1,2,2
38654,Astralis,OpTic,Cobblestone,6,16,2,2407,2307010,8,13,1,2,2
38655,g3x,BigGods,Dust2,16,9,1,2605,2307040,64,92,2,0,1
38656,CAZ,Endpoint,Train,8,16,2,2592,2307024,178,111,0,2,2
38657,Astralis,OpTic,Overpass,11,16,2,2407,2307010,8,13,1,2,2
38658,DarkPassage,iNation,Cache,7,16,2,2547,2307035,51,56,1,2,2
38659,DarkPassage,iNation,Mirage,16,7,1,2547,2307035,51,56,1,2,2
38660,DarkPassage,iNation,Train,18,22,2,2547,2307035,51,56,1,2,2
38661,TSM,Immortals,Cache,14,16,2,2555,2307038,32,11,14,16,2
38662,PRIDE,Tricked,Mirage,13,16,2,2596,2306997,47,42,0,2,2
38663,Luminosity,eUnited,Train,16,6,1,2578,2307020,39,84,2,0,1
38664,Luminosity,eUnited,Nuke,16,14,1,2578,2307020,39,84,2,0,1
38665,dream[S]cape,Threats,Dust2,16,2,1,2533,2307026,76,149,16,2,1
38666,Signature,Mineski,Overpass,16,14,1,2533,2307027,50,91,16,14,1
38667,BigGods,INTZ,Mirage,8,16,2,2605,2307022,92,150,0,2,2
38668,BigGods,INTZ,Dust2,12,16,2,2605,2307022,92,150,0,2,2
38669,Overpowered,Alpha,Train,16,3,1,2430,2306992,222,107,2,1,1
38670,PRIDE,Tricked,Overpass,4,16,2,2596,2306997,47,42,0,2,2
38671,iNETKOXTV,VenatoreS,Cache,7,16,2,2430,2306991,109,230,2,1,1
38672,iNETKOXTV,VenatoreS,Mirage,16,11,1,2430,2306991,109,230,2,1,1
38673,Overpowered,Alpha,Cache,16,10,1,2430,2306992,222,107,2,1,1
38674,Overpowered,Alpha,Nuke,4,16,2,2430,2306992,222,107,2,1,1
38675,SK,Astralis,Overpass,11,16,2,2407,2307008,1,8,0,2,2
38676,SK,Astralis,Train,12,16,2,2407,2307008,1,8,0,2,2
38677,iNETKOXTV,VenatoreS,Cobblestone,16,0,1,2430,2306991,109,230,2,1,1
38678,mousesports,OpTic,Cache,11,16,2,2407,2306822,14,13,0,2,2
38679,Parallax,Dark Sided,Cache,13,16,2,2536,2307012,110,284,1,2,2
38680,Parallax,Dark Sided,Train,16,10,1,2536,2307012,110,284,1,2,2
38681,Alpha,iNation,Cobblestone,5,16,2,2430,2306989,107,56,1,2,2
38682,Alpha,iNation,Cache,22,20,1,2430,2306989,107,56,1,2,2
38683,Alpha,iNation,Nuke,11,16,2,2430,2306989,107,56,1,2,2
38684,mousesports,OpTic,Train,7,16,2,2407,2306822,14,13,0,2,2
38685,g3x,CNB,Train,17,19,2,2605,2307021,64,127,0,2,2
38686,g3x,CNB,Cobblestone,13,16,2,2605,2307021,64,127,0,2,2
38687,Virtus.pro,FaZe,Cache,14,16,2,2407,2306823,3,9,1,2,2
38688,Virtus.pro,FaZe,Overpass,10,16,2,2407,2306823,3,9,1,2,2
38689,Virtus.pro,FaZe,Nuke,16,4,1,2407,2306823,3,9,1,2,2
38690,Pathless,Overpowered,Nuke,9,16,2,2430,2306987,247,222,0,2,2
38691,eUnited,TSM,Mirage,13,16,2,2578,2307004,84,32,0,2,2
38692,eUnited,TSM,Train,6,16,2,2578,2307004,84,32,0,2,2
38693,Luminosity,Rush,Mirage,7,16,2,2578,2307005,39,94,1,2,2
38694,Luminosity,Rush,Cobblestone,6,16,2,2578,2307005,39,94,1,2,2
38695,Luminosity,Rush,Cache,16,5,1,2578,2307005,39,94,1,2,2
38696,TheMongolz,JYP,Mirage,16,8,1,2533,2307001,57,43,16,8,1
38697,Mineski,Risky,Mirage,10,16,2,2533,2307003,91,65,10,16,2
38698,Outlaws,Fragsport,Mirage,16,12,1,2596,2307007,117,244,2,1,1
38699,Pathless,Overpowered,Train,7,16,2,2430,2306987,247,222,0,2,2
38700,Outlaws,Fragsport,Nuke,13,16,2,2596,2307007,117,244,2,1,1
38701,Astralis,NiP,Cobblestone,13,16,2,2407,2306821,8,2,2,1,1
38702,Dignitas,SK,Overpass,14,16,2,2407,2306820,4,1,1,2,2
38703,Dignitas,SK,Mirage,16,4,1,2407,2306820,4,1,1,2,2
38704,Dignitas,SK,Dust2,6,16,2,2407,2306820,4,1,1,2,2
38705,Astralis,NiP,Overpass,16,10,1,2407,2306821,8,2,2,1,1
38706,Astralis,NiP,Train,16,2,1,2407,2306821,8,2,2,1,1
38707,Outlaws,Fragsport,Overpass,16,5,1,2596,2307007,117,244,2,1,1
38708,AVANT,Exile5,Overpass,19,16,1,2536,2306982,87,122,1,2,2
38709,Wild,Force of Nature,Train,7,16,2,2602,2306978,238,83,0,2,2
38710,Wild,Force of Nature,Dust2,17,19,2,2602,2306978,238,83,0,2,2
38711,AVANT,Exile5,Nuke,7,16,2,2536,2306982,87,122,1,2,2
38712,TheMongolz,Ulti,Cache,16,6,1,2533,2306993,57,199,16,6,1
38713,5cent,dream[S]cape,Nuke,5,16,2,2533,2306995,134,76,5,16,2
38714,Nexus,Fragsport,Cobblestone,9,16,2,2596,2306976,158,244,9,16,2
38715,Singularity,EPG,Nuke,14,16,2,2596,2306974,89,72,14,16,2
38716,5cent,Signature,Train,11,16,2,2533,2306979,169,56,11,16,2
38717,5cent,YETTI,Cobblestone,16,6,1,2533,2306980,169,164,16,6,1
38718,Signature,Ulti,Mirage,16,0,1,2533,2306981,56,201,16,0,1
38719,Pathless,eSuba,Cache,16,9,1,2430,2306983,252,145,2,0,1
38720,Pathless,eSuba,Mirage,16,13,1,2430,2306983,252,145,2,0,1
38721,GODSENT,LDLC,Train,16,4,1,2577,2306887,17,27,1,2,2
38722,PRIDE,ATB,Mirage,16,8,1,2596,2306826,52,147,16,8,1
38723,GODSENT,LDLC,Dust2,5,16,2,2577,2306887,17,27,1,2,2
38724,GODSENT,LDLC,Cobblestone,12,16,2,2577,2306887,17,27,1,2,2
38725,Tricked,DICKHOUSE,Overpass,16,3,1,2596,2306973,42,185,16,3,1
38726,Kinguin,Rogue,Overpass,16,7,1,2577,2306888,20,40,2,1,1
38727,Kinguin,Rogue,Dust2,16,14,1,2577,2306888,20,40,2,1,1
38728,Kinguin,Rogue,Train,9,16,2,2577,2306888,20,40,2,1,1
38729,TheMongolz,YETTI,Mirage,16,6,1,2588,2306968,51,164,2,0,1
38730,TRIDENT,Dark Sided,Dust2,16,12,1,2536,2306961,177,288,2,0,1
38731,TRIDENT,Dark Sided,Mirage,16,9,1,2536,2306961,177,288,2,0,1
38732,Heroic,VG.CyberZen,Dust2,16,10,1,2559,2306933,16,24,3,1,1
38733,Heroic,VG.CyberZen,Mirage,16,1,1,2559,2306933,16,24,3,1,1
38734,Heroic,VG.CyberZen,Overpass,19,17,1,2559,2306933,16,24,3,1,1
38735,Heroic,VG.CyberZen,Cobblestone,7,16,2,2559,2306933,16,24,3,1,1
38736,TheMongolz,YETTI,Cobblestone,16,6,1,2588,2306968,51,164,2,0,1
38737,NiP,Envy,Nuke,12,16,2,2495,2306879,2,11,12,16,2
38738,Signature,dream[S]cape,Mirage,16,7,1,2590,2306970,56,75,2,0,1
38739,5POWER,Born Of Fire,Mirage,16,12,1,2591,2306967,91,85,2,0,1
38740,5POWER,Born Of Fire,Train,16,8,1,2591,2306967,91,85,2,0,1
38741,Astralis,GODSENT,Dust2,16,3,1,2495,2306914,9,17,16,3,1
38742,GODSENT,Astralis,Mirage,7,16,2,2495,2306915,17,9,7,16,2
38743,Envy,NiP,Cache,13,16,2,2495,2306880,11,2,13,16,2
38744,NiP,mousesports,Train,16,9,1,2495,2306883,2,14,16,9,1
38745,mousesports,NiP,Dust2,16,7,1,2495,2306884,14,2,16,7,1
38746,Signature,dream[S]cape,Dust2,16,3,1,2590,2306970,56,75,2,0,1
38747,LGD,5POWER,Train,7,16,2,2591,2306953,160,91,0,2,2
38748,Outlaws,Nexus,Cobblestone,16,8,1,2601,2306943,140,83,2,1,1
38749,Outlaws,Nexus,Mirage,2,16,2,2601,2306943,140,83,2,1,1
38750,Outlaws,Nexus,Nuke,16,12,1,2601,2306943,140,83,2,1,1
38751,G2,Astralis,Overpass,17,19,2,2495,2306881,7,9,17,19,2
38752,Signature,MiTH,Mirage,16,6,1,2590,2306960,56,150,2,0,1
38753,LGD,5POWER,Cache,4,16,2,2591,2306953,160,91,0,2,2
38754,Renegades,Kinguin,Cobblestone,16,14,1,2110,2306909,25,22,2,1,1
38755,TheMongolz,m0nster,Dust2,16,14,1,2588,2306956,51,119,2,0,1
38756,TheMongolz,m0nster,Cache,16,13,1,2588,2306956,51,119,2,0,1
38757,Renegades,Kinguin,Dust2,9,16,2,2110,2306909,25,22,2,1,1
38758,Renegades,Kinguin,Mirage,16,7,1,2110,2306909,25,22,2,1,1
38759,Netland,Brewtopia,Mirage,16,12,1,2601,2306942,336,209,2,0,1
38760,Netland,Brewtopia,Overpass,16,14,1,2601,2306942,336,209,2,0,1
38761,ALTERNATE aTTaX,PENTA,Cobblestone,16,14,1,2511,2306962,26,64,2,1,1
38762,Astralis,G2,Overpass,16,2,1,2495,2306882,9,7,16,2,1
38763,Signature,MiTH,Nuke,19,15,1,2590,2306960,56,150,2,0,1
38764,ALTERNATE aTTaX,PENTA,Dust2,14,16,2,2511,2306962,26,64,2,1,1
38765,Netland,Outlaws,Train,3,16,2,2601,2306966,336,140,0,2,2
38766,ALTERNATE aTTaX,EURONICS,Overpass,16,9,1,2511,2306964,26,65,2,0,1
38767,Renegades,Gambit,Nuke,12,16,2,2110,2306911,25,20,0,2,2
38768,Renegades,Gambit,Cobblestone,10,16,2,2110,2306911,25,20,0,2,2
38769,Brewtopia,Nexus,Cobblestone,16,2,1,2601,2306965,209,83,2,0,1
38770,Brewtopia,Nexus,Cache,19,17,1,2601,2306965,209,83,2,0,1
38771,DIVIZON,EURONICS,Train,13,16,2,2511,2306963,102,65,0,2,2
38772,DIVIZON,EURONICS,Cobblestone,8,16,2,2511,2306963,102,65,0,2,2
38773,ALTERNATE aTTaX,PENTA,Cache,16,11,1,2511,2306962,26,64,2,1,1
38774,Netland,Outlaws,Overpass,0,16,2,2601,2306966,336,140,0,2,2
38775,FaZe,GODSENT,Dust2,16,8,1,2495,2306912,8,17,16,8,1
38776,ALTERNATE aTTaX,EURONICS,Cobblestone,16,2,1,2511,2306964,26,65,2,0,1
38777,GODSENT,Gambit,Cobblestone,5,16,2,2110,2306910,17,20,1,2,2
38778,GODSENT,Gambit,Train,16,8,1,2110,2306910,17,20,1,2,2
38779,GODSENT,Gambit,Overpass,13,16,2,2110,2306910,17,20,1,2,2
38780,GODSENT,FaZe,Mirage,16,7,1,2495,2306913,17,8,16,7,1
38781,Dignitas,FlipSid3,Overpass,16,13,1,2110,2306905,4,21,1,2,2
38782,G2,NiP,Cache,16,4,1,2495,2306279,7,2,16,4,1
38783,Cloud9,OpTic,Overpass,16,8,1,2110,2306906,6,12,2,0,1
38784,Cloud9,OpTic,Dust2,16,6,1,2110,2306906,6,12,2,0,1
38785,NiP,Astralis,Cache,11,16,2,2495,2306786,2,9,11,16,2
38786,Astralis,NiP,Overpass,16,9,1,2495,2306785,9,2,16,9,1
38787,Dignitas,FlipSid3,Train,14,16,2,2110,2306905,4,21,1,2,2
38788,m0nster,m0nster white,Cache,16,12,1,2588,2306949,119,191,2,1,1
38789,Dignitas,FlipSid3,Nuke,14,16,2,2110,2306905,4,21,1,2,2
38790,m0nster,m0nster white,Cobblestone,14,16,2,2588,2306949,119,191,2,1,1
38791,m0nster,m0nster white,Overpass,16,0,1,2588,2306949,119,191,2,1,1
38792,TheMongolz,Savor the Fear,Mirage,16,12,1,2588,2306952,51,158,2,0,1
38793,TheMongolz,Savor the Fear,Cache,16,14,1,2588,2306952,51,158,2,0,1
38794,Overpowered,eSuba,Overpass,19,17,1,2430,2306865,228,145,2,1,1
38795,NiP,G2,Nuke,16,9,1,2495,2306280,2,7,16,9,1
38796,G2,fnatic,Overpass,16,9,1,2495,2306789,7,15,16,9,1
38797,Alpha,iNation,Cache,8,16,2,2430,2306866,105,63,1,2,2
38798,Kinguin,FlipSid3,Overpass,16,19,2,2110,2306907,22,21,2,1,1
38799,Overpowered,eSuba,Mirage,16,1,1,2430,2306865,228,145,2,1,1
38800,Gambit,Cloud9,Cobblestone,16,2,1,2110,2306908,20,6,2,1,1
38801,Gambit,Cloud9,Dust2,16,11,1,2110,2306908,20,6,2,1,1
38802,Alpha,iNation,Train,19,16,1,2430,2306866,105,63,1,2,2
38803,Alpha,iNation,Mirage,10,16,2,2430,2306866,105,63,1,2,2
38804,Dignitas,mousesports,Cobblestone,11,16,2,2495,2306788,4,14,11,16,2
38805,mousesports,Dignitas,Mirage,16,9,1,2495,2306787,14,4,16,9,1
38806,Kinguin,FlipSid3,Cache,16,13,1,2110,2306907,22,21,2,1,1
38807,Kinguin,FlipSid3,Mirage,16,6,1,2110,2306907,22,21,2,1,1
38808,PRIDE,Tricked,Overpass,20,22,2,2600,2306948,52,48,0,2,2
38809,PRIDE,Tricked,Dust2,8,16,2,2600,2306948,52,48,0,2,2
38810,fnatic,G2,Dust2,9,16,2,2495,2306790,15,7,9,16,2
38811,Overpowered,eSuba,Dust2,13,16,2,2430,2306865,228,145,2,1,1
38812,Gambit,Cloud9,Mirage,6,16,2,2110,2306908,20,6,2,1,1
38813,NiceShot,PRIDE,Mirage,4,16,2,2600,2306925,101,52,0,2,2
38814,mousesports,Envy,Dust2,14,16,2,2495,2306778,14,11,14,16,2
38815,GODSENT,FlipSid3,Train,16,9,1,2110,2306901,17,21,16,9,1
38816,VwS,iNation,Mirage,16,14,1,2430,2306863,58,63,2,0,1
38817,NiceShot,PRIDE,Cobblestone,1,16,2,2600,2306925,101,52,0,2,2
38818,mousesports,G2,Dust2,10,16,2,2495,2306784,14,7,10,16,2
38819,MiTH,VG.CyberZen,Nuke,3,16,2,2581,2306920,150,24,0,2,2
38820,MiTH,VG.CyberZen,Cache,5,16,2,2581,2306920,150,24,0,2,2
38821,NRG,CLG,Mirage,11,16,2,2494,2306764,28,33,11,16,2
38822,Envy,mousesports,Cache,16,14,1,2495,2306777,11,14,16,14,1
38823,Cloud9,Renegades,Dust2,14,16,2,2110,2306900,6,25,14,16,2
38824,FaZe,NiP,Train,11,16,2,2495,2306776,8,2,11,16,2
38825,Dignitas,Kinguin,Mirage,20,22,2,2110,2306899,4,22,20,22,2
38826,NiP,FaZe,Cache,4,16,2,2495,2306775,2,8,4,16,2
38827,TRIDENT,Parallax,Mirage,14,16,2,2536,2306855,177,161,0,2,2
38828,TRIDENT,Parallax,Train,7,16,2,2536,2306855,177,161,0,2,2
38829,CLG,NRG,Mirage,16,14,1,2494,2306763,33,28,16,14,1
38830,VwS,iNation,Nuke,16,5,1,2430,2306863,58,63,2,0,1
38831,G2,mousesports,Dust2,12,16,2,2495,2306783,7,14,12,16,2
38832,Nexus,Bpro,Cache,14,16,2,2546,2306927,83,66,14,16,2
38833,G2,Dignitas,Nuke,14,16,2,2495,2306779,7,4,14,16,2
38834,OpTic,Gambit,Cobblestone,10,16,2,2110,2306902,12,20,10,16,2
38835,ENCE,Epsilon,Train,16,12,1,2561,2306944,34,23,1,2,2
38836,ENCE,Epsilon,Mirage,16,19,2,2561,2306944,34,23,1,2,2
38837,ENCE,Epsilon,Cache,8,16,2,2561,2306944,34,23,1,2,2
38838,k1ck,Alpha,Overpass,22,20,1,2430,2306864,148,105,2,1,1
38839,k1ck,Alpha,Mirage,16,13,1,2430,2306864,148,105,2,1,1
38840,Dignitas,G2,Nuke,16,6,1,2495,2306780,4,7,16,6,1
