,team_won,team_lost,winning_score,losing_score,winning_rank,losing_rank
25479,FaZe,NIP,2,0,29.0,6.0
25480,HellRaisers,Heroic,2,0,,4.0
25481,ALTERNATE aTTaX,Final,16,6,,
25482,HAVU,VITALIS,2,1,,
25483,5POWER,rTE,16,4,,
25484,Singularity,North Academy,16,14,,
25485,Flash,Aerowolf,16,4,,
25486,Tainted Minds,Legacy,16,7,,
25487,Grayhound,seadoggs,16,9,,
25488,Legacy,Tainted Minds,19,16,,
25489,Conspiracy,Corvidae,16,14,,
25490,Dark Sided,AVANT,16,11,,
25491,Chiefs,SYF,16,5,,
25492,Number,UYA,16,13,,
25493,5POWER,MAX,16,7,,
25494,Mociustempler ,Flash,1,0,,
25495,Gale Force,Torqued,16,8,,
25496,Liquid,Rogue,16,8,14.0,
25497,SK,Cloud9,16,9,,
25498,Mythic,subtLe,16,5,,
25499,SoaR,Muffin Lightning,16,3,,
25500,Liquid,Rogue,16,8,14.0,
25501,SK,Cloud9,16,11,,
25502,Rise Nation,Bushido Boyz,16,10,,
25503,ex-Morior Invictus,Iceberg,16,8,,
25504,ex-Denial,LFAO,16,8,,
25505,Immortals,Ghost,16,6,,
25506,Luminosity,OpTic,16,9,,
25507,Immortals,Ghost,16,8,,
25508,OpTic,Luminosity,16,5,,
25509,Kinguin,AVANGAR,2,0,,
25510,Valiance,KlikTech,2,0,,
25511,LDLC,NIP,19,17,,6.0
25512,Nemiga,Bpro,2,1,,
25513,FaZe,North,16,4,29.0,
25514,Not Academy,CHAOS,16,6,,
25515,Envy,Limitless,2,0,,
25516,AVANGAR,pro100,2,1,,
25517,Ripple,Zonic,2,1,,
25518,Spirit,Not Academy,19,17,15.0,
25519,LDLC,NIP,16,14,,6.0
25520,North,FaZe,16,12,,29.0
25521,AGO,Epsilon,16,8,,
25522,Natus Vincere,LDLC,16,10,2.0,
25523,Astralis,BIG,16,6,7.0,9.0
25524,CHAOS,TEAM5,16,14,,
25525,Dignitas,mousesports,2,1,,8.0
25526,Red Reserve,Crowns,22,19,,
25527,BIG,Astralis,19,16,9.0,7.0
25528,Space Soldiers,Orion,2,0,,
25529,Vega Squadron,Nemiga,2,1,,
25530,Natus Vincere,LDLC,16,14,2.0,
25531,Envy,ARES,2,0,,
25532,Spirit,Quantum Bellator Fire,2,1,15.0,
25533,Virtus.pro,1337HUANIA,16,9,5.0,
25534,NIP,HellRaisers,2,1,6.0,
25535,Natus Vincere,AVANGAR,2,1,2.0,
25536,HAVU,Space Soldiers,2,1,,
25537,VITALIS,pro100,2,0,,
25538,vRn,Mad Wolves,3,0,,
25539,Nemiga,Seed,16,12,,
25540,Athletico,Noxide,16,5,,
25541,Number,MAX,16,9,,
25542,seadoggs,Masterminds,16,13,,
25543,SIN,Legacy,16,12,,
25544,Tainted Minds,Riotous,16,5,,
25545,Funkd,Masterminds,22,19,,
25546,Legacy,Athletico,16,11,,
25547,Kings,Grayhound,16,4,,
25548,Chiefs,SIN,19,17,,
25549,Kings,Grayhound,16,12,,
25550,Complexity,Liquid,16,13,13.0,14.0
25551,Beacon,Good People,16,14,,
25552,subtLe,Naventic,16,12,,
25553,OpTic,Immortals,16,10,,
25554,Liquid,Complexity,25,22,14.0,13.0
25555,CLG Academy,Gorilla Core,16,5,,
25556,Gale Force,Ghost Academy,16,9,,
25557,GX,Mostly Harmless,16,14,,
25558,Immortals,OpTic,16,4,,
25559,Beacon,Adaptation,16,10,,
25560,Renegades,Misfits,25,22,,
25561,Gale Force,ex-Morior Invictus,16,9,,
25562,Splyce,SK,19,16,,
25563,Renegades,Misfits,16,7,,
25564,RESISTANCE,proWince,2,1,,
25565,SK,Splyce,16,0,,
25566,Liquid,OpTic,2,0,14.0,
25567,mousesports,BIG,16,7,8.0,9.0
25568,Orion,Royal Bandits,2,1,,
25569,HAVU,Heroic,2,1,,4.0
25570,Space Soldiers,Envy,2,0,,
25571,NIP,fnatic,16,4,6.0,30.0
25572,mousesports,BIG,22,20,8.0,9.0
25573,Squared,Locastic,2,1,,
25574,NIP,fnatic,19,17,6.0,30.0
25575,Epsilon,1337HUANIA,16,9,,
25576,North Academy,ex-Outlaws,2,0,,
25577,SJ,Not Academy,16,7,,
25578,AGO,Endpoint,16,6,,26.0
25579,Epsilon,FlipSid3,19,17,,
25580,eSuba,Spirit Academy,2,0,,
25581,Envy,G2,16,13,,3.0
25582,Astralis,LDLC,16,3,7.0,
25583,Quantum Bellator Fire,BX3,16,4,,
25584,Mad Wolves,Beastly,2,0,,
25585,Space Soldiers,DarkPassage,2,0,,
25586,CHAOS,Red Reserve,16,14,,
25587,1337HUANIA,ALTERNATE aTTaX,16,11,,
25588,Astralis,LDLC,16,11,7.0,
25589,Envy,G2,16,9,,3.0
25590,Limitless,RB,2,0,,
25591,AGO,HellRaisers,2,0,,
25592,PRIDE,MK,2,0,,
25593,Space Soldiers,AVANGAR,2,1,,
25594,FaZe,Heroic,2,0,29.0,4.0
25595,EURONICS,GameAgents,2,0,,
25596,vRn,Infernal Wrath,2,0,,
25597,5POWER,SCARZ Absolute,16,3,,
25598,Mociustempler ,Aerowolf,16,8,,
25599,rTE,MAX,19,16,,
25600,Athletico,Chiefs,16,2,,
25601,Kings,Corvidae,16,13,,
25602,Tainted Minds,Grayhound,16,13,,
25603,Chiefs,Athletico,16,11,,
25604,MAX,UYA,16,13,,
25605,UYA,rTE,19,17,,
25606,Tainted Minds,Funkd,1,0,,
25607,5POWER,UYA,16,14,,
25608,OpTic,Renegades,2,1,,
25609,Gale Force,Weekend Warriors,16,8,,
25610,CLG Academy,Good People,16,5,,
25611,OpTic,NRG,2,1,,
25612,Renegades,CLG,2,0,,
25613,NIP,Space Soldiers,2,1,6.0,
25614,RESISTANCE,ZeroGP,2,1,,
25615,NRG,Misfits,2,0,,
25616,CLG,Tempo Storm,2,1,,
25617,ARES,KLIM,16,7,,
25618,Sherifi,EPG,2,1,,
25619,Limitless,EnVyUs Academy,16,10,,
25620,MK,Fragsters,16,11,,
25621,RB,MER IL ET FOU,16,4,,
25622,Renegades,Luminosity,2,0,,
25623,OpTic,Torqued,2,0,,
25624,Nexus,Squared,2,0,,
25625,Envy,DogDown,16,6,,
25626,Binary Dragons,Spirit,2,0,,15.0
25627,Envy,mousesports,2,0,,8.0
25628,AVANGAR,FlipSid3,2,1,,
25629,HAVU,Kinguin,2,1,,
25630,Fragsters,Nemiga,2,1,,
25631,MK,RESISTANCE,2,0,,
25632,forZe,Tengri,2,0,17.0,
25633,mousesports,LDLC,2,1,8.0,
25634,Envy,North,2,1,,
25635,LDLC,Natus Vincere,2,1,,2.0
25636,Envy,fnatic,2,0,,30.0
25637,Tainted Minds,Grayhound,16,13,,
25638,mousesports,BIG,2,0,8.0,9.0
25639,New4,Number,16,6,,
25640,North,ex-Outlaws,2,0,,
25641,Tainted Minds,Grayhound,16,9,,
25642,Chiefs,Athletico,16,14,,
25643,New4,rTE,16,7,,
25644,Aerowolf,TheMongolz,1,0,,
25645,Chiefs,Athletico,16,6,,
25646,New4,OTFS,1,0,,
25647,Misfits,Renegades,2,0,,
25648,Misfits,OpTic,2,1,,
25649,Torqued,Weekend Warriors,16,10,,
25650,SoaR,CLG Academy,16,11,,
25651,Renegades,CLG,2,0,,
25652,FlipSid3,Tricked,2,0,,
25653,Sherifi,Quantum Bellator Fire,2,1,,
25654,RESISTANCE,Netrunners,2,0,,
25655,Space Soldiers,North Academy,2,0,,
25656,FlipSid3,AWTR,2,1,,
25657,MK,Spirit,16,10,,15.0
25658,Nexus,FCSB,2,0,,
25659,EPG,Space Jam,2,0,,
25660,Quantum Bellator Fire,forZe,2,1,,17.0
25661,MK,Spirit Academy,2,0,,
25662,Space Soldiers,BIG,2,0,,9.0
25663,Entity,Shooting Monkeys,2,0,,
25664,ex-Outlaws,AVANGAR,2,1,,
25665,SCARZ Absolute,New4,16,6,,
25666,WG,FIVE,16,8,,
25667,Kings,Legacy,16,14,,
25668,Dark Sided,SIN,16,7,,
25669,Invictus Aquilas,Turning Point,2,0,,
25670,SIN,Dark Sided,16,12,,
25671,Vega Squadron,ViCi,2,0,,
25672,Kings,AVANT,16,9,,
25673,New4,5POWER,16,11,,
25674,Kings,AVANT,16,6,,
25675,MAX,New4,16,12,,
25676,Misfits,Luminosity,2,1,,
25677,Vega Squadron,BOOT-d[S],2,0,,
25678,CLG,Complexity,2,0,,13.0
25679,Heroic,SK,2,1,4.0,
25680,Renegades,Rise Nation,2,0,,
25681,ZeroGP,MiDošli,2,1,,
25682,SK,Liquid,2,1,,14.0
25683,OpTic,Torqued,2,0,,
25684,BIG,EURONICS,2,1,9.0,
25685,Next Generation,Aimers Alive,2,0,,
25686,forZe,Comanche,2,0,17.0,
25687,HAVU,VITALIS,2,0,,
25688,Tengri,spray'n'pray,2,1,,
25689,eSuba,Universe,2,0,,
25690,NASR,Spotnet,2,0,,
25691,VITALIS,Conquer,2,0,,
25692,EURONICS,Movistar Riders,2,0,,
25693,Nexus,Turning Point,2,0,,
25694,SCARZ Absolute,MAX,16,9,,
25695,FCSB,Invictus Aquilas,2,1,,
25696,HAVU,SkitLite,2,0,,
25697,Flash,TheMongolz,16,5,,
25698,ViCi,Vega Squadron,2,0,,
25699,WG,Mociustempler ,16,8,,
25700,SkitLite,Rize,16,10,,
25701,VITALIS,REHTI,16,12,,
25702,SCARZ Absolute,rTE,16,14,,
25703,LGD,Mociustempler ,16,7,,
25704,BOOT-d[S],GoldenMix,2,0,,
25705,Ghost,Tempo Storm,3,0,,
25706,Astralis,Heroic,16,2,7.0,4.0
25707,OpTic,NRG,2,0,,
25708,Heroic,SK,16,5,4.0,
25709,Merciless,TeamOne,2,1,,
25710,Astralis,Liquid,16,11,7.0,14.0
25711,Conquer,SkitLite,16,12,,
25712,Virtus.pro,Space Soldiers,3,2,5.0,
25713,HAVU,VITALIS,16,11,,
25714,Tricked,FlipSid3,2,1,,
25715,Dignitas,ex-Outlaws,2,1,,
25716,Next Generation,Spotnet,2,1,,
25717,REHTI,FC Lahti Menace,16,10,,
25718,BIG,AYB,2,0,9.0,
25719,Rize,Crystal Bears,16,12,,
25720,KoN Denmark,KoN Sweden,16,6,,
25721,EURONICS,Berzerk,2,1,,
25722,KoN Sweden,KoN Norway,16,9,,
25723,Eternal,Brutality,19,16,,
25724,HAVU,REHTI,16,13,,
25725,SkitLite,Crystal Bears,16,8,,
25726,KoN Norway,KoN Finland,16,12,,
25727,Aimers Alive,NASR,2,1,,
25728,Entity,Shooting Monkeys,16,14,,
25729,VITALIS,FC Lahti Menace,16,6,,
25730,Conquer,Rize,16,10,,
25731,Forge,MKERS,2,0,,
25732,AWTR,GODSENT,2,0,,
25733,EURONICS,eSuba,2,0,,
25734,Entity,Eternal,16,4,,
25735,Shooting Monkeys,Brutality,16,6,,
25736,TheMongolz,WG,16,5,,
25737,Vega Squadron,BOOT-d[S],2,0,,
25738,MAX,OTFS,1,0,,
25739,Shooting Monkeys,Eternal,16,12,,
25740,Number,5POWER,16,13,,
25741,TheMongolz,Mociustempler ,16,6,,
25742,LGD,WG,16,10,,
25743,ViCi,GoldenMix,2,0,,
25744,Entity,Brutality,16,5,,
25745,GX,LFAO,19,17,,
25746,subtLe,Gorilla Core,16,10,,
25747,Isurus,FURIA,2,1,,12.0
25748,Liquid,Luminosity,16,10,14.0,
25749,Splyce,Ghost,16,9,,
25750,Mythic,Ghost Academy,16,11,,
25751,Beacon,Muffin Lightning,16,5,,
25752,Rise Nation,Iceberg,16,10,,
25753,subtLe,Good People,19,17,,
25754,ex-Denial,Mostly Harmless,16,6,,
25755,Liquid,Luminosity,16,13,14.0,
25756,Splyce,Ghost,16,9,,
25757,Ghost Academy,CheckSix,16,11,,
25758,Rogue,Immortals,16,14,,
25759,Adaptation,Gorilla Core,16,8,,
25760,OpTic,Renegades,16,14,,
25761,Rogue,Immortals,19,17,,
25762,Renegades,OpTic,16,8,,
25763,BIG,LDLC,25,22,9.0,
25764,RESISTANCE,Squared,2,1,,
25765,FaZe,NIP,16,7,29.0,6.0
25766,FlipSid3,Spirit Academy,2,1,,
25767,AGO,Red Reserve,16,2,,
25768,Space Soldiers,EnVyUs Academy,2,0,,
25769,LDLC,BIG,16,12,,9.0
25770,NIP,FaZe,16,6,6.0,29.0
25771,Fragsters,Singularity,16,7,,
25772,Spotnet,Yalla,2,0,,
25773,GODSENT,fnatic,16,11,,30.0
25774,aAa,SJ,16,8,,
25775,pro100,1337HUANIA,2,0,,
25776,North Academy,HellRaisers,2,1,,
25777,Natus Vincere,Spirit,2,1,2.0,15.0
25778,GODSENT,fnatic,16,12,,30.0
25779,FlipSid3,AWTR,2,1,,
25780,GameAgents,MK,2,0,,
25781,1337HUANIA,GoodJob,2,0,,
25782,mousesports,GODSENT,16,6,8.0,
25783,Next Generation,ArchNemesis,2,0,,
25784,EnVyUs Academy,ex-Outlaws,16,5,,
25785,Tricked,GODSENT,2,0,,
25786,5POWER,MVP PK,16,3,,
25787,rTE,Invictus,1,0,,
25788,MVP PK,5POWER,16,13,,
25789,Grayhound,Noxide,16,2,,
25790,Chiefs,AVANT,16,11,,
25791,Athletico,SIN,16,1,,
25792,Legacy,Grayhound,16,10,,
25793,Chiefs,AVANT,16,8,,
25794,SIN,Masterminds,19,17,,
25795,Noxide,SYF,16,9,,
25796,Dark Sided,seadoggs,16,9,,
25797,Grayhound,Legacy,16,4,,
25798,Athletico,Dark Sided,16,6,,
25799,SYF,AVANT,16,13,,
25800,Chiefs,Corvidae,16,7,,
25801,Isurus,EN9MY,2,1,,
25802,Luminosity,Complexity,16,8,,13.0
25803,Mythic,Mostly Harmless,16,6,,
25804,Bushido Boyz,CheckSix,16,13,,
25805,Liquid,NRG,16,5,14.0,
25806,Luminosity,Complexity,16,13,,13.0
25807,GX,Muffin Lightning,16,13,,
25808,NRG,Liquid,16,12,,14.0
25809,FRENCH CANADIANS,CLG Academy,16,10,,
25810,Beacon,Bushido Boyz,16,14,,
25811,Cloud9,Splyce,16,1,,
25812,CLG,Immortals,16,6,,
25813,BootKamp,Keyd,2,0,,
25814,Cloud9,Splyce,16,4,,
25815,CLG,Immortals,16,10,,
25816,FURIA,INTZ,2,0,12.0,
25817,Aimers Alive,RvN,2,1,,
25818,GODSENT,forZe,2,0,,17.0
25819,MK,ARES,16,12,,
25820,forZe,fnatic,2,0,17.0,30.0
25821,HellRaisers,Quantum Bellator Fire,2,0,,
25822,Tempo Storm,Misfits,16,6,,
25823,Mineski,New4,3,0,,
25824,wNv,iGame.com,16,6,,
25825,KoN Sweden,fnatic,16,12,,30.0
25826,Natus Vincere,mousesports,2,0,2.0,8.0
25827,KoN Denmark,Natus Vincere,16,4,,2.0
25828,Nemiga,BOOT-d[S],16,7,,
25829,Athletico,Legacy,16,6,,
25830,AVANT,Legacy,16,13,,
25831,Tainted Minds,Squared,16,3,,
25832,SIN,GoodJob,16,13,,
25833,mousesports,GameAgents,3,2,8.0,
25834,Berzerk,DIVIZON,2,1,,
25835,North,Immortals,2,0,,
25836,GoodJob,volgare,2,1,,
25837,North,Cloud9,2,0,,
25838,Wolsung,CK$,2,0,,
25839,Berzerk,WiseWizards,2,1,,
25840,HellRaisers,PRIDE,2,1,,
25841,UTM,Vikings,2,0,,
25842,Immortals,CLG,2,0,,
25843,Wolsung,Superbia,2,0,,
25844,CK$,aesthetic,2,0,,
25845,eXtatus,Tricked,2,0,,
25846,ViCi,Flash,2,1,,
25847,SK,Virtus.pro,2,1,,5.0
25848,DIVIZON,Berzerk,2,1,,
25849,Recca,BOOM,2,0,,
25850,UTM,24BHB,2,1,,
25851,5Love,eLixir fe,2,1,,
25852,Spirit Academy,GoodJob,2,1,,
25853,MK,TTFU,2,0,,
25854,Tricked,North Academy,2,1,,
25855,Chiefs,Dark Sided,16,7,,
25856,New4,MAX,2,0,,
25857,PRIDE,TEAMPLAY,2,1,,
25858,Chiefs,Dark Sided,16,7,,
25859,Beyond,Signature,2,1,,
25860,Recca,Darayu Delta Squad,2,0,,
25861,Grayhound,Kings,16,10,,
25862,eXtatus,Sharks,2,0,,
25863,GoodJob,pro100,2,0,,
25864,Spirit Academy,CT,2,0,,
25865,HellRaisers,HAVU,2,0,,
25866,Grayhound,Kings,16,13,,
25867,Vikings,24BHB,2,0,,
25868,Flash,MAX,2,1,,
25869,LLG,Etab,2,1,,
25870,ViCi,New4,2,0,,
25871,BOOM,AKARA,2,1,,
25872,Signature,NSPR,2,0,,
25873,UTM,Rebellion,16,13,,
25874,Etab,5Love,2,0,,
25875,LLG,eLixir fe,2,0,,
25876,Beyond,MiTH,2,0,,
25877,24BHB,UTM,16,14,,
25878,Vikings,Rebellion,16,13,,
25879,NRG,Mythic,2,0,,
25880,Hafnet,AEON,2,0,,
25881,Mythic,Tempo Storm,2,1,,
25882,Cloud9,Luminosity,2,0,,
25883,G2,Natus Vincere,2,0,3.0,2.0
25884,NRG,kr0nikz,2,0,,
25885,Tricked,Fragsters,2,0,,
25886,NRG,BraveHeart,16,10,,
25887,CLG,Kinguin,2,0,,
25888,Mythic,Swole Patrol,16,14,,
25889,Hafnet,Evilvice,2,0,,
25890,Liquid,SK,2,0,14.0,
25891,Tempo Storm,Tempo Storm,16,5,,
25892,kr0nikz,Mask Off,19,16,,
25893,North Academy,Forcebuy,2,0,,
25894,G2,Renegades,2,0,3.0,
25895,Luminosity,Complexity,2,0,,13.0
25896,AEON,Zeta Strike,2,0,,
25897,eXtatus,ARES,2,1,,
25898,MK,dSc,2,0,,
25899,mousesports,Virtus.pro,2,1,8.0,5.0
25900,Sharks,EnVyUs Academy,2,0,,
25901,WiseWizards,Planetkey,2,0,,
25902,CLG,Gale Force,2,0,,
25903,TTFU,Bpro,2,1,,
25904,TEAMPLAY,ex-Outlaws,16,8,,
25905,HellRaisers,BX3,16,3,,
25906,HAVU,WASD,16,7,,
25907,PRIDE,LDLC,16,8,,
25908,DIVIZON,Planetkey,2,0,,
25909,pro100,NOXXE,16,12,,
25910,BX3,hatersg0nnahate,16,14,,
25911,Spirit Academy,Dream,19,15,,
25912,Flash,TYLOO,2,1,,
25913,WASD,Pejnozord,16,12,,
25914,ex-Outlaws,passions,16,11,,
25915,ARES,undefined,2,1,,
25916,HellRaisers,Orion,19,15,,
25917,GoodJob,spray'n'pray,16,11,,
25918,CT,Nemiga,16,3,,
25919,PRIDE,GODSENT,16,5,,
25920,HAVU,Smoke Criminals,16,11,,
25921,LDLC,coREA,16,10,,
25922,TEAMPLAY,BBSP,16,5,,
25923,Liquid,BIG,2,0,14.0,9.0
25924,Berzerk,WiseWizards,2,0,,
25925,Forcebuy,AGO,2,0,,
25926,Fragsters,Magistra,2,0,,
25927,North Academy,SPRITTET,2,0,,
25928,Tricked,Odense,2,0,,
25929,Sharks,Singularity,2,0,,
25930,EnVyUs Academy,Victor Pedersen,2,0,,
25931,eXtatus,Kaos,2,0,,
25932,Kings,Athletico,2,0,,
25933,Signature,Commendme,1,0,,
25934,Tricked,ex-Outlaws,2,1,,
25935,Kings,eLixir fe,2,0,,
25936,Grayhound,Action Live,2,1,,
25937,Complexity,NIP,2,0,13.0,6.0
25938,Chiefs,undefined,2,0,,
25939,Kings,Kings,2,0,,
25940,Complexity,expert fe,2,0,13.0,
25941,North,NSPR,2,0,,
25942,Hafnet,Envy,16,13,,
25943,Isurus,FaZe,16,14,,29.0
25944,TeamOne,24BHB,2,0,,
25945,Denial,mousesports,2,0,,8.0
25946,Hafnet,fnatic,16,6,,30.0
25947,undefined,eXtatus,2,0,,
25948,EPG,Cloud9,2,0,,
25949,eXtatus,Virtus.pro,2,1,,5.0
25950,24BHB,Vikings,2,0,,
25951,UTM,Relax.Project,1,0,,
25952,Mythic,Naventic,2,1,,
25953,Keyd,INTZ,16,12,,
25954,Rise Nation,District 7,2,0,,
25955,Black Dragons,TeamOne,16,12,,
25956,EnVyUs Academy,Spirit,2,1,,15.0
25957,volgare,Gatekeepers,19,17,,
25958,Izako Boars,Nexus,16,11,,
25959,EPG,forZe,19,17,,17.0
25960,GoodJob,Ha MaSSe,16,13,,
25961,Renegades,Broken Alliance,2,0,,
25962,Complexity,Gale Force,2,0,13.0,
25963,Isurus,Malvinas,2,0,,
25964,Liquid,Renegades,2,1,14.0,
25965,Hafnet,Dynasty,2,0,,
25966,Gale Force,Naventic,2,1,,
25967,Complexity,Rogue,2,0,13.0,
25968,Hafnet,B-EFFECT,2,0,,
25969,Isurus,AEON,2,0,,
25970,Dynasty,Keymotion,2,0,,
25971,Space Soldiers,HellRaisers,2,0,,
25972,Immortals,Broken Alliance,2,0,,
25973,Complexity,Denial,2,0,13.0,
25974,Rogue,Tempo Storm,2,0,,
25975,Naventic,District 7,2,0,,
25976,Gale Force,The Fundamentals,2,0,,
25977,NIP,Natus Vincere,16,13,6.0,2.0
25978,Liquid,Luminosity,2,0,14.0,
25979,Renegades,NRG,2,0,,
25980,Natus Vincere,NIP,16,9,2.0,6.0
25981,Immortals,Splyce,2,0,,
25982,Broken Alliance,Rise Nation,2,0,,
25983,Heroic,AGO,2,0,4.0,
25984,Tempo Storm,MASK 0N,2,0,,
25985,Malvinas,Tech Titans,2,0,,
25986,HellRaisers,Kinguin,2,1,,
25987,Denial,Tempo Storm,2,0,,
25988,Rogue,Aim High,2,0,,
25989,Gale Force,Vault,2,0,,
25990,District 7,Cucumber Water,2,0,,
25991,PRIDE,Singularity,2,0,,
25992,Naventic,Most Wanted,2,0,,
25993,mousesports,G2,25,22,8.0,3.0
25994,PACT,Izako Boars,2,0,,
25995,Spirit,AVANGAR,2,0,15.0,
25996,Complexity,Last Picks,2,0,13.0,
25997,Envy,ARES,2,0,,
25998,Space Soldiers,Spirit Academy,2,0,,
25999,RESISTANCE,Locastic,2,1,,
26000,G2,mousesports,16,7,3.0,8.0
26001,The Fundamentals,Luminosity,1,0,,
26002,TradeMarc,Brutality,16,10,,
26003,VenatoreS,Pompa,2,0,,
26004,Kinguin,hatersg0nnahate,2,0,,
26005,Spirit,Imperial,2,0,15.0,
26006,Heroic,FlipSid3,2,0,4.0,
26007,Shooting Monkeys,iYATi,16,6,,
26008,Spirit Academy,AWTR,2,0,,
26009,Space Soldiers,x6tence,2,0,,
26010,Izako Boars,VenatoreS,2,0,,
26011,Envy,Red Reserve,2,0,,
26012,AGO,Vega Squadron,2,0,,
26013,ARES,Tricked,2,0,,
26014,Flash,ViCi,2,0,,
26015,Kinguin,Nemiga,2,1,,
26016,Eternal,Brutality,16,10,,
26017,AVANGAR,North Academy,2,1,,
26018,HellRaisers,smiechawahehe,2,0,,
26019,Spirit Academy,LDLC,2,1,,
26020,Locastic,PSYCHOACTIVE,2,1,,
26021,AWTR,PENTA,2,1,,
26022,DeToNator,Impulse,16,9,,
26023,PACT,Pompa,2,1,,
26024,Metamorphic,Virtual Genesis,2,0,,
26025,x6tence,HAVU,2,0,,
26026,SCARZ Absolute,Revival,16,2,,
26027,Fire Dragoon,Orange,2,0,,
26028,Space Soldiers,coREA,2,0,,
26029,HellRaisers,Movistar Riders,2,0,,
26030,zxcv,Inspire,16,11,,
26031,ALTERNATIV,NUE,16,6,,
26032,ViCi,BOOT,2,0,,
26033,hatersg0nnahate,Red Reserve,1,0,,
26034,smiechawahehe,FlipSid3,1,0,,
26035,Signature,NSPR,2,0,,
26036,Orange,Virtual Genesis,2,0,,
26037,Flash,ViCi,2,0,,
26038,AEON,Dynasty,2,1,,
26039,Fire Dragoon,Metamorphic,2,0,,
26040,Broken Alliance,CLG,16,12,,
26041,Liquid,CLG Academy,16,4,14.0,
26042,Isurus,Nocturns,2,0,,
26043,Luminosity,Complexity,16,7,,13.0
26044,Immortals,Denial,16,9,,
26045,Rise Nation,Misfits,16,11,,
26046,Aim High,Hyper,19,17,,
26047,Splyce,ABOC,16,4,,
26048,Renegades,Guerrilla Tactics,16,4,,
26049,NRG,Final Feature,16,13,,
26050,Spirit,Binary Dragons,16,7,15.0,
26051,Most Wanted,YATB,16,14,,
26052,MASK 0N,We Make History,16,8,,
26053,PSYCHOACTIVE,KlikTech,16,13,,
26054,The Fundamentals,Armee Rouge,16,12,,
26055,Cucumber Water,Jaguar,16,14,,
26056,Last Picks,Mask Off,1,0,,
26057,Tempo Storm,Herobrine,16,2,,
26058,Vault,c2fire,16,2,,
26059,Spirit,Quantum Bellator Fire,16,10,15.0,
26060,Malvinas,Kitsune,2,0,,
26061,Epsilon,exceL,2,1,,
26062,RESISTANCE,Locastic,2,1,,
26063,PSYCHOACTIVE,me yom araka,16,6,,
26064,North Academy,Binary Dragons,16,14,,
26065,North,NIP,16,12,,6.0
26066,VenatoreS,AGO,2,1,,
26067,KlikTech,SADBOYS,19,15,,
26068,North,NIP,16,5,,6.0
26069,Heroic,RedFear,16,2,4.0,
26070,North Academy,Spirit,16,6,,15.0
26071,FlipSid3,Orion,16,8,,
26072,Tricked,BIG,16,8,,9.0
26073,Red Reserve,HellRaisers,16,7,,
26074,ARES,Forcebuy,16,7,,
26075,Natus Vincere,fnatic,16,5,2.0,30.0
26076,Vega Squadron,Space Soldiers,16,10,,
26077,AGO,Gambit,16,14,,1.0
26078,Envy,samba,16,3,,
26079,Tech Titans,Keymotion,2,0,,
26080,Binary Dragons,Quantum Bellator Fire,16,8,,
26081,Locastic,SADBOYS,16,13,,
26082,fnatic,Natus Vincere,16,9,30.0,2.0
26083,RESISTANCE,PSYCHOACTIVE,16,7,,
26084,coREA,Fragsters,25,23,,
26085,Spirit Academy,VITALIS,16,6,,
26086,Nemiga,Outlaws,16,6,,
26087,hatersg0nnahate,CHAOS,16,14,,
26088,x6tence,YOY,16,2,,
26089,A Walk To Remember,Maskin,16,8,,
26090,smiechawahehe,DreamEaters,16,12,,
26091,Entity,Shooting Monkeys,16,6,,
26092,Movistar Riders,EPG,16,2,,
26093,AVANGAR,Spartak,16,6,,
26094,me yom araka,Ripple,19,16,,
26095,Izako Boars,Off-Mode Black,2,0,,
26096,KlikTech,Enigma,16,14,,
26097,Aerowolf,Mineski,2,0,,
26098,BOOT,EMP,2,0,,
26099,AVANGAR,pro100,16,12,,
26100,Prophecy,EnVyUs Academy,2,1,,
26101,5POWER,AVANT,2,0,,
26102,PSYCHOACTIVE,Enigma,16,6,,
26103,RESISTANCE,KlikTech,16,9,,
26104,Imperial,Spartak,16,5,,
26105,Pompa,SOLARIS,2,0,,
26106,Flash,BOOT,2,1,,
26107,PANTHERS,EURONICS,2,1,,
26108,Locastic,me yom araka,16,12,,
26109,AVANT,ZEN,2,1,,
26110,SADBOYS,Ripple,16,1,,
26111,Spartak,pro100,16,12,,
26112,PACT,Off-Mode Gray,2,0,,
26113,5POWER,UTM,2,0,,
26114,Imperial,AVANGAR,16,10,,
26115,ViCi,EMP,2,0,,
26116,Liquid,CLG,16,6,14.0,
26117,NRG,Cloud9,16,8,,
26118,Liquid,CLG,16,11,14.0,
26119,Cloud9,NRG,16,13,,
26120,Immortals,Renegades,16,11,,
26121,SK,Complexity,16,8,,13.0
26122,SK,Complexity,16,12,,13.0
26123,Renegades,Immortals,19,16,,
26124,Invictus Aquilas,CHAOS,1,0,,
26125,Heroic,Natus Vincere,16,14,4.0,2.0
26126,North,Envy,16,13,,
26127,KoN Sweden,KoN Denmark,16,9,,
26128,Heroic,Natus Vincere,16,10,4.0,2.0
26129,North,Envy,16,6,,
26130,KoN Sweden,KoN Finland,16,9,,
26131,Endpoint,CeX,3,0,26.0,
26132,FaZe,Envy,16,7,29.0,
26133,fnatic,LDLC,16,6,30.0,
26134,NASR,RvN,3,0,,
26135,KoN Finland,KoN Norway,16,6,,
26136,FaZe,Envy,16,12,29.0,
26137,fnatic,LDLC,16,4,30.0,
26138,FlipSid3,PENTA,16,5,,
26139,Dynasty fe,mousesports,7,3,,8.0
