,team_won,team_lost,winning_score,losing_score,winning_rank,losing_rank
843,Heroic,NIP,16,13,4,6
844,Heroic,NIP,2,1,4,6
845,Heroic,NIP,16,10,4,6
846,Heroic,NIP,16,7,4,6
847,Heroic,NIP,16,11,4,6
848,Liquid,NIP,2,0,14,6
849,Liquid,NIP,2,0,14,6
850,Liquid,NIP,16,4,14,6
851,Liquid,NIP,2,0,14,6
852,Liquid,NIP,16,3,14,6
853,Liquid,NIP,16,13,14,6
854,Liquid,NIP,16,10,14,6
855,Liquid,NIP,2,1,14,6
856,Liquid,NIP,2,1,14,6
857,mousesports,NIP,2,1,8,6
858,mousesports,NIP,16,14,8,6
859,mousesports,NIP,16,7,8,6
860,mousesports,NIP,2,1,8,6
861,mousesports,NIP,16,8,8,6
862,mousesports,NIP,16,2,8,6
863,mousesports,NIP,16,10,8,6
864,mousesports,NIP,16,8,8,6
865,mousesports,NIP,16,7,8,6
866,mousesports,NIP,16,8,8,6
867,mousesports,NIP,16,10,8,6
868,FURIA,NIP,2,0,12,6
869,fnatic,NIP,2,0,30,6
870,fnatic,NIP,2,0,30,6
871,fnatic,NIP,2,1,30,6
872,fnatic,NIP,2,1,30,6
873,fnatic,NIP,2,1,30,6
874,fnatic,NIP,2,1,30,6
875,fnatic,NIP,16,14,30,6
876,fnatic,NIP,16,5,30,6
877,fnatic,NIP,2,1,30,6
878,fnatic,NIP,16,13,30,6
879,fnatic,NIP,16,7,30,6
880,fnatic,NIP,16,9,30,6
881,fnatic,NIP,16,14,30,6
882,fnatic,NIP,16,14,30,6
883,fnatic,NIP,2,1,30,6
884,fnatic,NIP,2,0,30,6
885,fnatic,NIP,21,18,30,6
886,fnatic,NIP,2,0,30,6
887,fnatic,NIP,2,0,30,6
888,FaZe,NIP,2,0,29,6
889,FaZe,NIP,2,1,29,6
890,FaZe,NIP,2,1,29,6
891,FaZe,NIP,2,0,29,6
892,FaZe,NIP,1,0,29,6
893,FaZe,NIP,2,0,29,6
894,FaZe,NIP,2,0,29,6
895,FaZe,NIP,16,11,29,6
896,FaZe,NIP,2,0,29,6
897,FaZe,NIP,16,12,29,6
898,FaZe,NIP,16,8,29,6
899,FaZe,NIP,2,0,29,6
900,FaZe,NIP,2,0,29,6
901,FaZe,NIP,16,7,29,6
902,FaZe,NIP,16,4,29,6
903,FaZe,NIP,16,5,29,6
904,ENCE,FURIA,2,1,22,12
905,NIP,FURIA,2,0,6,12
906,Gambit,FURIA,2,1,1,12
907,Gambit,FURIA,2,1,1,12
908,Natus Vincere,FURIA,2,1,2,12
909,Natus Vincere,FURIA,2,0,2,12
910,Natus Vincere,FURIA,2,0,2,12
911,Natus Vincere,FURIA,2,0,2,12
912,Natus Vincere,FURIA,2,0,2,12
913,G2,FURIA,2,1,3,12
914,G2,FURIA,2,1,3,12
915,G2,FURIA,2,0,3,12
916,G2,FURIA,16,11,3,12
917,G2,FURIA,16,14,3,12
918,forZe,FURIA,2,1,17,12
919,forZe,FURIA,2,1,17,12
920,forZe,FURIA,16,10,17,12
921,BIG,FURIA,16,6,9,12
922,Complexity,FURIA,16,7,13,12
923,OG,FURIA,16,7,11,12
924,OG,FURIA,16,14,11,12
925,Vitality,FURIA,2,0,10,12
926,Virtus.pro,FURIA,2,0,5,12
927,Virtus.pro,FURIA,2,0,5,12
928,Virtus.pro,FURIA,16,5,5,12
929,Evil Geniuses,FURIA,2,1,20,12
930,Evil Geniuses,FURIA,2,0,20,12
931,Evil Geniuses,FURIA,2,1,20,12
932,Evil Geniuses,FURIA,2,1,20,12
933,Evil Geniuses,FURIA,2,0,20,12
934,Evil Geniuses,FURIA,2,1,20,12
935,Evil Geniuses,FURIA,2,0,20,12
936,Spirit,FURIA,2,0,15,12
937,Astralis,FURIA,2,0,7,12
938,Heroic,FURIA,2,0,4,12
939,Liquid,FURIA,3,1,14,12
940,Liquid,FURIA,2,1,14,12
941,Liquid,FURIA,2,0,14,12
942,Liquid,FURIA,2,0,14,12
943,Liquid,FURIA,2,0,14,12
944,mousesports,FURIA,2,0,8,12
945,mousesports,FURIA,16,5,8,12
946,mousesports,FURIA,16,9,8,12
947,O PLANO,FURIA,2,0,24,12
948,fnatic,FURIA,2,1,30,12
949,FaZe,FURIA,2,0,29,12
950,ENCE,Liquid,16,14,22,14
951,ENCE,Liquid,2,0,22,14
952,Gambit,Liquid,2,1,1,14
953,Natus Vincere,Liquid,2,0,2,14
954,Natus Vincere,Liquid,2,0,2,14
955,Natus Vincere,Liquid,2,0,2,14
956,Natus Vincere,Liquid,16,9,2,14
957,Natus Vincere,Liquid,16,5,2,14
958,Natus Vincere,Liquid,16,4,2,14
959,G2,Liquid,2,1,3,14
960,G2,Liquid,2,0,3,14
961,G2,Liquid,16,8,3,14
962,G2,Liquid,16,9,3,14
963,G2,Liquid,19,17,3,14
964,Extra Salt,Liquid,2,1,21,14
965,Complexity,Liquid,16,10,13,14
966,Complexity,Liquid,16,2,13,14
967,Complexity,Liquid,16,13,13,14
968,Complexity,Liquid,2,0,13,14
969,Vitality,Liquid,2,0,10,14
970,Vitality,Liquid,2,0,10,14
971,Vitality,Liquid,16,12,10,14
972,Vitality,Liquid,16,3,10,14
973,Virtus.pro,Liquid,2,0,5,14
974,Evil Geniuses,Liquid,2,0,20,14
975,Evil Geniuses,Liquid,3,2,20,14
976,Evil Geniuses,Liquid,2,0,20,14
977,Evil Geniuses,Liquid,2,0,20,14
978,Evil Geniuses,Liquid,2,0,20,14
979,Evil Geniuses,Liquid,2,1,20,14
980,Spirit,Liquid,19,17,15,14
981,Astralis,Liquid,2,0,7,14
982,Astralis,Liquid,3,0,7,14
983,Astralis,Liquid,2,0,7,14
984,Astralis,Liquid,2,0,7,14
985,Astralis,Liquid,2,0,7,14
986,Astralis,Liquid,2,1,7,14
987,Astralis,Liquid,2,0,7,14
988,Astralis,Liquid,16,13,7,14
989,Astralis,Liquid,3,0,7,14
990,Astralis,Liquid,2,0,7,14
991,Astralis,Liquid,2,0,7,14
992,Astralis,Liquid,2,0,7,14
993,Astralis,Liquid,2,1,7,14
994,Astralis,Liquid,2,0,7,14
995,Astralis,Liquid,16,11,7,14
996,Astralis,Liquid,16,3,7,14
997,Astralis,Liquid,16,1,7,14
998,mousesports,Liquid,2,0,8,14
999,mousesports,Liquid,2,1,8,14
1000,mousesports,Liquid,16,12,8,14
1001,mousesports,Liquid,16,12,8,14
1002,mousesports,Liquid,2,0,8,14
1003,FURIA,Liquid,2,1,12,14
1004,FURIA,Liquid,2,1,12,14
1005,FURIA,Liquid,2,0,12,14
1006,FURIA,Liquid,2,1,12,14
1007,FURIA,Liquid,2,1,12,14
1008,FURIA,Liquid,3,0,12,14
1009,FURIA,Liquid,2,1,12,14
1010,FURIA,Liquid,2,0,12,14
1011,FURIA,Liquid,2,1,12,14
1012,fnatic,Liquid,2,1,30,14
1013,fnatic,Liquid,2,0,30,14
1014,fnatic,Liquid,22,18,30,14
1015,fnatic,Liquid,16,6,30,14
1016,fnatic,Liquid,16,3,30,14
1017,FaZe,Liquid,2,0,29,14
1018,FaZe,Liquid,2,0,29,14
1019,FaZe,Liquid,2,0,29,14
1020,FaZe,Liquid,2,0,29,14
1021,FaZe,Liquid,2,0,29,14
1022,FaZe,Liquid,2,0,29,14
1023,FaZe,Liquid,16,14,29,14
1024,FaZe,Liquid,16,12,29,14
1025,FaZe,Liquid,16,14,29,14
1026,FaZe,Liquid,16,5,29,14
1027,FaZe,Liquid,22,18,29,14
1028,FaZe,Liquid,16,11,29,14
1029,ENCE,Astralis,2,0,22,7
1030,ENCE,Astralis,16,13,22,7
1031,NIP,Astralis,2,0,6,7
1032,NIP,Astralis,2,0,6,7
1033,NIP,Astralis,2,1,6,7
1034,NIP,Astralis,2,0,6,7
1035,NIP,Astralis,16,7,6,7
1036,NIP,Astralis,28,26,6,7
1037,NIP,Astralis,16,8,6,7
1038,NIP,Astralis,16,14,6,7
1039,NIP,Astralis,16,14,6,7
1040,NIP,Astralis,16,11,6,7
1041,NIP,Astralis,16,14,6,7
1042,NIP,Astralis,2,0,6,7
1043,NIP,Astralis,16,4,6,7
1044,NIP,Astralis,16,8,6,7
1045,Gambit,Astralis,2,0,1,7
1046,Gambit,Astralis,2,0,1,7
1047,Natus Vincere,Astralis,2,0,2,7
1048,Natus Vincere,Astralis,2,1,2,7
1049,Natus Vincere,Astralis,2,0,2,7
1050,Natus Vincere,Astralis,2,1,2,7
1051,Natus Vincere,Astralis,2,0,2,7
1052,Natus Vincere,Astralis,2,1,2,7
1053,Natus Vincere,Astralis,19,16,2,7
1054,Natus Vincere,Astralis,2,1,2,7
1055,Natus Vincere,Astralis,2,1,2,7
1056,Natus Vincere,Astralis,16,11,2,7
1057,Natus Vincere,Astralis,16,6,2,7
1058,Natus Vincere,Astralis,16,7,2,7
1059,G2,Astralis,2,1,3,7
1060,G2,Astralis,2,0,3,7
1061,G2,Astralis,2,0,3,7
1062,G2,Astralis,16,11,3,7
1063,G2,Astralis,16,12,3,7
1064,G2,Astralis,2,1,3,7
1065,G2,Astralis,2,0,3,7
1066,G2,Astralis,16,6,3,7
1067,G2,Astralis,16,9,3,7
1068,G2,Astralis,16,12,3,7
1069,BIG,Astralis,2,1,9,7
1070,BIG,Astralis,2,0,9,7
1071,BIG,Astralis,2,0,9,7
1072,BIG,Astralis,16,13,9,7
1073,BIG,Astralis,19,16,9,7
1074,Complexity,Astralis,2,0,13,7
1075,Complexity,Astralis,2,0,13,7
1076,OG,Astralis,2,0,11,7
1077,Vitality,Astralis,2,1,10,7
1078,Vitality,Astralis,2,1,10,7
1079,Vitality,Astralis,2,1,10,7
1080,Virtus.pro,Astralis,2,1,5,7
1081,Virtus.pro,Astralis,16,8,5,7
1082,Evil Geniuses,Astralis,2,1,20,7
1083,Spirit,Astralis,2,1,15,7
1084,Astralis,Astralis,16,10,7,7
1085,Heroic,Astralis,2,0,4,7
1086,Heroic,Astralis,2,0,4,7
1087,Heroic,Astralis,2,1,4,7
1088,Heroic,Astralis,2,0,4,7
1089,Heroic,Astralis,16,13,4,7
1090,Heroic,Astralis,16,13,4,7
1091,FunPlus Phoenix,Astralis,16,7,18,7
1092,Liquid,Astralis,2,1,14,7
1093,Liquid,Astralis,16,14,14,7
1094,Liquid,Astralis,19,15,14,7
1095,Liquid,Astralis,22,20,14,7
1096,mousesports,Astralis,2,0,8,7
1097,mousesports,Astralis,2,1,8,7
1098,mousesports,Astralis,16,14,8,7
1099,mousesports,Astralis,16,2,8,7
1100,mousesports,Astralis,2,1,8,7
1101,mousesports,Astralis,16,12,8,7
1102,mousesports,Astralis,25,22,8,7
1103,mousesports,Astralis,16,8,8,7
1104,FURIA,Astralis,2,0,12,7
1105,FURIA,Astralis,2,1,12,7
1106,FURIA,Astralis,16,14,12,7
1107,fnatic,Astralis,2,1,30,7
1108,fnatic,Astralis,2,0,30,7
1109,fnatic,Astralis,16,8,30,7
1110,fnatic,Astralis,16,7,30,7
1111,fnatic,Astralis,16,8,30,7
1112,fnatic,Astralis,16,8,30,7
1113,fnatic,Astralis,16,4,30,7
1114,fnatic,Astralis,22,19,30,7
1115,FaZe,Astralis,16,5,29,7
1116,FaZe,Astralis,2,0,29,7
1117,FaZe,Astralis,2,0,29,7
1118,FaZe,Astralis,16,5,29,7
1119,FaZe,Astralis,16,13,29,7
1120,FaZe,Astralis,2,0,29,7
1121,FaZe,Astralis,16,14,29,7
1122,FaZe,Astralis,16,10,29,7
1123,ENCE,Spirit,2,0,22,15
1124,ENCE,Spirit,2,1,22,15
1125,NIP,Spirit,2,0,6,15
1126,NIP,Spirit,2,0,6,15
1127,NIP,Spirit,2,1,6,15
1128,Gambit,Spirit,2,0,1,15
1129,Gambit,Spirit,2,1,1,15
1130,Gambit,Spirit,2,0,1,15
1131,Gambit,Spirit,2,1,1,15
1132,Gambit,Spirit,3,1,1,15
1133,Natus Vincere,Spirit,2,0,2,15
1134,Natus Vincere,Spirit,2,0,2,15
1135,Natus Vincere,Spirit,2,1,2,15
1136,G2,Spirit,19,16,3,15
1137,G2,Spirit,2,1,3,15
1138,G2,Spirit,2,0,3,15
1139,forZe,Spirit,2,0,17,15
1140,forZe,Spirit,2,1,17,15
1141,forZe,Spirit,16,14,17,15
1142,forZe,Spirit,2,0,17,15
1143,forZe,Spirit,16,6,17,15
1144,BIG,Spirit,2,0,9,15
1145,BIG,Spirit,2,0,9,15
1146,BIG,Spirit,2,1,9,15
1147,Complexity,Spirit,2,1,13,15
1148,OG,Spirit,2,1,11,15
1149,Vitality,Spirit,2,0,10,15
1150,Vitality,Spirit,2,0,10,15
1151,Vitality,Spirit,16,10,10,15
1152,Vitality,Spirit,2,1,10,15
1153,Vitality,Spirit,16,10,10,15
1154,Virtus.pro,Spirit,2,1,5,15
1155,Virtus.pro,Spirit,2,1,5,15
1156,Virtus.pro,Spirit,2,0,5,15
1157,Virtus.pro,Spirit,2,1,5,15
1158,Virtus.pro,Spirit,2,1,5,15
1159,Virtus.pro,Spirit,16,7,5,15
1160,Virtus.pro,Spirit,16,12,5,15
1161,Evil Geniuses,Spirit,16,9,20,15
1162,Astralis,Spirit,2,0,7,15
1163,Astralis,Spirit,2,0,7,15
1164,Astralis,Spirit,2,0,7,15
1165,Astralis,Spirit,16,3,7,15
1166,Heroic,Spirit,2,0,4,15
1167,Heroic,Spirit,2,0,4,15
1168,Heroic,Spirit,2,0,4,15
1169,Heroic,Spirit,2,1,4,15
1170,Heroic,Spirit,2,0,4,15
1171,Liquid,Spirit,2,0,14,15
1172,mousesports,Spirit,2,1,8,15
1173,mousesports,Spirit,16,5,8,15
1174,FURIA,Spirit,2,0,12,15
1175,fnatic,Spirit,2,1,30,15
1176,FaZe,Spirit,2,1,29,15
1177,ENCE,BIG,2,1,22,9
1178,ENCE,BIG,2,1,22,9
1179,NIP,BIG,2,0,6,9
1180,NIP,BIG,2,1,6,9
1181,NIP,BIG,2,0,6,9
1182,NIP,BIG,2,1,6,9
1183,NIP,BIG,2,0,6,9
1184,NIP,BIG,2,1,6,9
1185,NIP,BIG,16,13,6,9
1186,NIP,BIG,2,0,6,9
1187,Gambit,BIG,2,1,1,9
1188,Gambit,BIG,2,0,1,9
1189,Gambit,BIG,2,1,1,9
1190,Natus Vincere,BIG,2,0,2,9
1191,Natus Vincere,BIG,2,0,2,9
1192,Natus Vincere,BIG,2,0,2,9
1193,Natus Vincere,BIG,2,0,2,9
1194,Natus Vincere,BIG,2,0,2,9
1195,Natus Vincere,BIG,3,1,2,9
1196,Natus Vincere,BIG,16,1,2,9
1197,Natus Vincere,BIG,16,12,2,9
1198,Natus Vincere,BIG,16,11,2,9
1199,G2,BIG,2,0,3,9
1200,G2,BIG,2,1,3,9
1201,G2,BIG,16,12,3,9
1202,G2,BIG,16,13,3,9
1203,G2,BIG,16,11,3,9
1204,G2,BIG,16,12,3,9
1205,forZe,BIG,2,1,17,9
1206,forZe,BIG,2,1,17,9
1207,Extra Salt,BIG,2,1,21,9
1208,Complexity,BIG,2,0,13,9
1209,Complexity,BIG,2,1,13,9
1210,Complexity,BIG,2,1,13,9
1211,Complexity,BIG,16,8,13,9
1212,Complexity,BIG,16,12,13,9
1213,OG,BIG,2,1,11,9
1214,OG,BIG,2,1,11,9
1215,OG,BIG,2,0,11,9
1216,OG,BIG,2,0,11,9
1217,OG,BIG,2,1,11,9
1218,Vitality,BIG,2,0,10,9
1219,Vitality,BIG,2,1,10,9
1220,Vitality,BIG,2,1,10,9
1221,Vitality,BIG,2,0,10,9
1222,Vitality,BIG,2,0,10,9
1223,Vitality,BIG,2,1,10,9
1224,Vitality,BIG,2,0,10,9
1225,Virtus.pro,BIG,2,1,5,9
1226,Virtus.pro,BIG,2,0,5,9
1227,Spirit,BIG,2,0,15,9
1228,Spirit,BIG,2,1,15,9
1229,Spirit,BIG,2,1,15,9
1230,Spirit,BIG,16,13,15,9
1231,Astralis,BIG,2,0,7,9
1232,Astralis,BIG,2,1,7,9
1233,Astralis,BIG,16,4,7,9
1234,Astralis,BIG,2,1,7,9
1235,Astralis,BIG,16,9,7,9
1236,Astralis,BIG,16,6,7,9
1237,Heroic,BIG,2,0,4,9
1238,Heroic,BIG,2,1,4,9
1239,Heroic,BIG,2,0,4,9
1240,Heroic,BIG,2,1,4,9
1241,Heroic,BIG,2,0,4,9
1242,Heroic,BIG,2,1,4,9
1243,Heroic,BIG,2,0,4,9
1244,Heroic,BIG,2,0,4,9
1245,Heroic,BIG,2,0,4,9
1246,Heroic,BIG,16,11,4,9
1247,Heroic,BIG,2,0,4,9
1248,Heroic,BIG,2,0,4,9
1249,FunPlus Phoenix,BIG,2,1,18,9
1250,FunPlus Phoenix,BIG,2,1,18,9
1251,Liquid,BIG,2,0,14,9
1252,Liquid,BIG,2,0,14,9
1253,Liquid,BIG,16,5,14,9
1254,Liquid,BIG,2,0,14,9
1255,mousesports,BIG,2,0,8,9
1256,mousesports,BIG,2,0,8,9
1257,mousesports,BIG,2,1,8,9
1258,mousesports,BIG,2,1,8,9
1259,mousesports,BIG,2,1,8,9
1260,mousesports,BIG,2,0,8,9
1261,mousesports,BIG,2,0,8,9
1262,mousesports,BIG,2,0,8,9
1263,mousesports,BIG,2,0,8,9
1264,mousesports,BIG,16,7,8,9
1265,mousesports,BIG,22,20,8,9
1266,mousesports,BIG,2,0,8,9
1267,fnatic,BIG,2,0,30,9
1268,fnatic,BIG,2,0,30,9
1269,fnatic,BIG,16,9,30,9
1270,fnatic,BIG,22,19,30,9
1271,fnatic,BIG,16,11,30,9
1272,fnatic,BIG,16,9,30,9
1273,FaZe,BIG,2,0,29,9
1274,FaZe,BIG,2,1,29,9
1275,FaZe,BIG,16,11,29,9
1276,FaZe,BIG,16,8,29,9
1277,ENCE,Virtus.pro,16,3,22,5
1278,ENCE,Virtus.pro,2,0,22,5
1279,NIP,Virtus.pro,2,0,6,5
1280,NIP,Virtus.pro,16,12,6,5
1281,NIP,Virtus.pro,16,12,6,5
1282,NIP,Virtus.pro,16,5,6,5
1283,NIP,Virtus.pro,19,17,6,5
1284,NIP,Virtus.pro,16,9,6,5
1285,NIP,Virtus.pro,16,2,6,5
1286,NIP,Virtus.pro,16,11,6,5
1287,NIP,Virtus.pro,16,9,6,5
1288,NIP,Virtus.pro,16,8,6,5
1289,NIP,Virtus.pro,16,14,6,5
1290,NIP,Virtus.pro,16,6,6,5
1291,NIP,Virtus.pro,2,1,6,5
1292,NIP,Virtus.pro,2,1,6,5
1293,NIP,Virtus.pro,16,13,6,5
1294,NIP,Virtus.pro,2,1,6,5
1295,Gambit,Virtus.pro,3,1,1,5
1296,Gambit,Virtus.pro,3,1,1,5
1297,Gambit,Virtus.pro,2,1,1,5
1298,Gambit,Virtus.pro,2,1,1,5
1299,Gambit,Virtus.pro,16,9,1,5
1300,Natus Vincere,Virtus.pro,2,0,2,5
1301,Natus Vincere,Virtus.pro,2,0,2,5
1302,Natus Vincere,Virtus.pro,2,1,2,5
1303,Natus Vincere,Virtus.pro,2,0,2,5
1304,Natus Vincere,Virtus.pro,16,10,2,5
1305,Natus Vincere,Virtus.pro,16,7,2,5
1306,G2,Virtus.pro,2,0,3,5
1307,G2,Virtus.pro,2,0,3,5
1308,G2,Virtus.pro,2,1,3,5
1309,G2,Virtus.pro,16,2,3,5
1310,G2,Virtus.pro,16,8,3,5
1311,G2,Virtus.pro,2,0,3,5
1312,G2,Virtus.pro,16,13,3,5
1313,G2,Virtus.pro,2,0,3,5
1314,G2,Virtus.pro,16,2,3,5
1315,G2,Virtus.pro,16,12,3,5
1316,G2,Virtus.pro,2,1,3,5
1317,G2,Virtus.pro,16,2,3,5
1318,G2,Virtus.pro,16,7,3,5
1319,G2,Virtus.pro,16,6,3,5
1320,G2,Virtus.pro,16,10,3,5
1321,G2,Virtus.pro,16,13,3,5
1322,G2,Virtus.pro,2,0,3,5
1323,G2,Virtus.pro,16,14,3,5
1324,forZe,Virtus.pro,2,1,17,5
1325,forZe,Virtus.pro,2,0,17,5
1326,forZe,Virtus.pro,2,1,17,5
1327,forZe,Virtus.pro,2,1,17,5
1328,forZe,Virtus.pro,2,0,17,5
1329,forZe,Virtus.pro,16,10,17,5
1330,forZe,Virtus.pro,16,7,17,5
1331,forZe,Virtus.pro,16,10,17,5
1332,forZe,Virtus.pro,2,0,17,5
1333,Entropiq,Virtus.pro,2,0,16,5
1334,BIG,Virtus.pro,2,1,9,5
1335,BIG,Virtus.pro,2,0,9,5
1336,BIG,Virtus.pro,16,8,9,5
1337,BIG,Virtus.pro,2,0,9,5
1338,BIG,Virtus.pro,16,3,9,5
1339,BIG,Virtus.pro,2,0,9,5
1340,Complexity,Virtus.pro,2,1,13,5
1341,OG,Virtus.pro,2,0,11,5
1342,OG,Virtus.pro,2,1,11,5
1343,OG,Virtus.pro,19,17,11,5
1344,Vitality,Virtus.pro,2,0,10,5
1345,Vitality,Virtus.pro,2,0,10,5
1346,Akuma,Virtus.pro,2,0,19,5
1347,Virtus.pro,Virtus.pro,16,2,5,5
1348,Spirit,Virtus.pro,2,0,15,5
1349,Spirit,Virtus.pro,2,1,15,5
1350,Spirit,Virtus.pro,2,1,15,5
1351,Spirit,Virtus.pro,16,13,15,5
1352,Spirit,Virtus.pro,22,19,15,5
1353,Astralis,Virtus.pro,2,1,7,5
1354,Astralis,Virtus.pro,16,14,7,5
1355,Astralis,Virtus.pro,16,8,7,5
1356,Astralis,Virtus.pro,2,0,7,5
1357,Astralis,Virtus.pro,16,12,7,5
1358,Astralis,Virtus.pro,16,8,7,5
1359,Astralis,Virtus.pro,16,7,7,5
1360,Astralis,Virtus.pro,16,8,7,5
1361,Astralis,Virtus.pro,2,1,7,5
1362,Astralis,Virtus.pro,16,9,7,5
1363,Astralis,Virtus.pro,2,1,7,5
1364,Astralis,Virtus.pro,16,11,7,5
1365,Astralis,Virtus.pro,16,4,7,5
1366,Astralis,Virtus.pro,2,0,7,5
1367,Heroic,Virtus.pro,2,0,4,5
1368,Heroic,Virtus.pro,16,4,4,5
1369,Heroic,Virtus.pro,16,14,4,5
1370,Liquid,Virtus.pro,2,0,14,5
1371,Liquid,Virtus.pro,2,0,14,5
1372,mousesports,Virtus.pro,2,0,8,5
1373,mousesports,Virtus.pro,2,0,8,5
1374,mousesports,Virtus.pro,2,1,8,5
1375,mousesports,Virtus.pro,16,6,8,5
1376,mousesports,Virtus.pro,2,0,8,5
1377,mousesports,Virtus.pro,2,1,8,5
1378,mousesports,Virtus.pro,16,5,8,5
1379,mousesports,Virtus.pro,16,11,8,5
1380,mousesports,Virtus.pro,2,1,8,5
1381,mousesports,Virtus.pro,2,0,8,5
1382,mousesports,Virtus.pro,16,5,8,5
1383,mousesports,Virtus.pro,16,2,8,5
1384,mousesports,Virtus.pro,16,12,8,5
1385,mousesports,Virtus.pro,2,0,8,5
1386,mousesports,Virtus.pro,16,9,8,5
1387,FURIA,Virtus.pro,2,1,12,5
1388,FURIA,Virtus.pro,16,9,12,5
1389,fnatic,Virtus.pro,2,1,30,5
1390,fnatic,Virtus.pro,16,6,30,5
1391,fnatic,Virtus.pro,16,14,30,5
1392,fnatic,Virtus.pro,16,4,30,5
1393,fnatic,Virtus.pro,16,10,30,5
1394,fnatic,Virtus.pro,16,10,30,5
1395,fnatic,Virtus.pro,16,7,30,5
1396,fnatic,Virtus.pro,2,0,30,5
1397,fnatic,Virtus.pro,2,0,30,5
1398,fnatic,Virtus.pro,2,0,30,5
1399,fnatic,Virtus.pro,2,0,30,5
1400,fnatic,Virtus.pro,2,0,30,5
1401,fnatic,Virtus.pro,16,14,30,5
1402,fnatic,Virtus.pro,3,0,30,5
1403,fnatic,Virtus.pro,16,10,30,5
1404,fnatic,Virtus.pro,16,9,30,5
1405,FaZe,Virtus.pro,2,0,29,5
1406,FaZe,Virtus.pro,2,0,29,5
1407,FaZe,Virtus.pro,19,17,29,5
1408,FaZe,Virtus.pro,16,8,29,5
1409,FaZe,Virtus.pro,2,1,29,5
1410,FaZe,Virtus.pro,16,12,29,5
1411,FaZe,Virtus.pro,16,6,29,5
1412,FaZe,Virtus.pro,16,5,29,5
1413,FaZe,Virtus.pro,16,8,29,5
1414,Endpoint,Evil Geniuses,2,0,26,20
1415,NIP,Evil Geniuses,2,0,6,20
1416,NIP,Evil Geniuses,2,0,6,20
1417,NIP,Evil Geniuses,2,1,6,20
1418,Gambit,Evil Geniuses,2,0,1,20
1419,Gambit,Evil Geniuses,2,0,1,20
1420,G2,Evil Geniuses,2,0,3,20
1421,G2,Evil Geniuses,2,0,3,20
1422,forZe,Evil Geniuses,2,1,17,20
1423,BIG,Evil Geniuses,2,0,9,20
1424,BIG,Evil Geniuses,2,1,9,20
1425,Complexity,Evil Geniuses,2,0,13,20
1426,OG,Evil Geniuses,2,1,11,20
1427,OG,Evil Geniuses,2,1,11,20
1428,OG,Evil Geniuses,2,1,11,20
1429,Virtus.pro,Evil Geniuses,2,1,5,20
1430,Astralis,Evil Geniuses,2,0,7,20
1431,Astralis,Evil Geniuses,2,1,7,20
1432,Astralis,Evil Geniuses,2,1,7,20
1433,FunPlus Phoenix,Evil Geniuses,2,0,18,20
1434,Liquid,Evil Geniuses,2,0,14,20
1435,Liquid,Evil Geniuses,2,0,14,20
1436,Liquid,Evil Geniuses,3,0,14,20
1437,Liquid,Evil Geniuses,2,0,14,20
1438,Liquid,Evil Geniuses,2,1,14,20
1439,Liquid,Evil Geniuses,2,1,14,20
1440,Liquid,Evil Geniuses,2,0,14,20
1441,mousesports,Evil Geniuses,2,0,8,20
1442,mousesports,Evil Geniuses,2,0,8,20
1443,mousesports,Evil Geniuses,2,0,8,20
1444,FURIA,Evil Geniuses,2,0,12,20
1445,FURIA,Evil Geniuses,2,0,12,20
1446,FURIA,Evil Geniuses,2,0,12,20
1447,FURIA,Evil Geniuses,2,0,12,20
1448,FURIA,Evil Geniuses,2,0,12,20
1449,fnatic,Evil Geniuses,2,1,30,20
1450,FaZe,Evil Geniuses,2,1,29,20
1451,FaZe,Evil Geniuses,2,0,29,20
1452,Endpoint,fnatic,2,0,26,30
1453,NIP,fnatic,2,1,6,30
1454,NIP,fnatic,2,1,6,30
1455,NIP,fnatic,2,1,6,30
1456,NIP,fnatic,16,13,6,30
1457,NIP,fnatic,16,11,6,30
1458,NIP,fnatic,16,4,6,30
1459,NIP,fnatic,19,17,6,30
1460,NIP,fnatic,2,0,6,30
1461,NIP,fnatic,2,1,6,30
1462,NIP,fnatic,16,7,6,30
1463,NIP,fnatic,3,1,6,30
1464,NIP,fnatic,16,7,6,30
1465,NIP,fnatic,2,1,6,30
1466,NIP,fnatic,16,6,6,30
1467,NIP,fnatic,16,8,6,30
1468,NIP,fnatic,16,6,6,30
1469,NIP,fnatic,16,10,6,30
1470,Fiend,fnatic,2,1,23,30
1471,Gambit,fnatic,16,8,1,30
1472,Natus Vincere,fnatic,2,0,2,30
1473,Natus Vincere,fnatic,2,1,2,30
1474,Natus Vincere,fnatic,3,0,2,30
1475,Natus Vincere,fnatic,16,11,2,30
1476,Natus Vincere,fnatic,22,20,2,30
1477,Natus Vincere,fnatic,2,0,2,30
1478,Natus Vincere,fnatic,16,9,2,30
1479,Natus Vincere,fnatic,2,1,2,30
1480,Natus Vincere,fnatic,16,13,2,30
1481,Natus Vincere,fnatic,25,22,2,30
1482,Natus Vincere,fnatic,16,7,2,30
1483,Natus Vincere,fnatic,16,5,2,30
1484,Natus Vincere,fnatic,16,11,2,30
1485,Natus Vincere,fnatic,2,3,2,30
1486,G2,fnatic,2,0,3,30
1487,G2,fnatic,2,1,3,30
1488,G2,fnatic,2,0,3,30
1489,G2,fnatic,2,0,3,30
1490,G2,fnatic,16,10,3,30
1491,G2,fnatic,16,10,3,30
1492,G2,fnatic,16,9,3,30
